event_title,organisation,date,location,match_nr,fighter1_name,fighter2_name,fighter1_result,fighter2_result,win_method,win_details,referee,round,time
Bellator 183 - Henderson vs. Freire,Bellator MMA,2017-09-23,"SAP Center, San Jose, California, United States",4,Fernando Gonzalez Trevino,Alexander Lopez,win,loss,Decision,Split,Josh Rosenthal,3,05:00
Bellator 183 - Henderson vs. Freire,Bellator MMA,2017-09-23,"SAP Center, San Jose, California, United States",3,Ricardo Vasquez,Justin Tenedora,win,loss,Submission,Guillotine Choke,,1,02:39
Bellator 183 - Henderson vs. Freire,Bellator MMA,2017-09-23,"SAP Center, San Jose, California, United States",2,J.J. Okanovich,Luis Jauregui,win,loss,Submission,Armbar,,1,00:42
Bellator 183 - Henderson vs. Freire,Bellator MMA,2017-09-23,"SAP Center, San Jose, California, United States",1,Daniel Gonzalez,Anthony Castrejon,win,loss,KO,Punches,,1,04:03
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",18,Joshua Ricci,Brandon Warne,win,loss,Decision,Unanimous, N/A,3, 5:00
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",17,Alex Potts,Brandon Polcare,win,loss,Submission,Kimura,,1,03:10
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",16,Tom Regal,Kastriot Xhema,win,loss,KO,Punches,,1,03:21
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",15,Matt Secor,T.J. Sumler,win,loss,Submission,Keylock,,1,04:00
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",14,Kristi Lopez,Jessica Sotack,draw,draw,Draw,Split,,3,05:00
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",13,Andrey Koreshkov,Chidi Njokuani,win,loss,TKO,Punches and Elbows,John McCarthy,1,04:08
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",12,Fernando Gonzalez,Brennan Ward,win,loss,Submission,Guillotine Choke,Rob Hinds,3,01:02
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",11,Bruna Ellen,Veta Arteaga,win,loss,Decision,Split,Kevin MacDonald,3,05:00
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",10,A.J. McKee,Blair Tugman,win,loss,Decision,Unanimous,Bryan Miner,3,05:00
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",9,Ricky Rainey,Marc Stevens,win,loss,Decision,Unanimous,Rob Hinds,3,05:00
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",8,Talita Nogueira,Amanda Bell,win,loss,Submission,Rear-Naked Choke,Kevin MacDonald,1,03:44
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",7,Vadim Nemkov,Philipe Lins,win,loss,KO,Punches,John McCarthy,1,03:03
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",6,Henry Corrales,Noad Lahat,win,loss,Decision,Unanimous,David Bruce,3,05:00
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",5,Georgi Karakhanyan,Daniel Pineda,win,loss,TKO,Doctor Stoppage,Bryan Miner,2,04:05
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",4,Kate Jackson,Colleen Schneider,win,loss,TKO,Knee Injury,Rob Hinds,1,05:00
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",3,Chris Honeycutt,Kevin Casey,win,loss,TKO,Punches,David Bruce,2,02:06
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",2,Arlene Blencowe,Sinead Kavanagh,win,loss,Decision,Split,Kevin MacDonald,3,05:00
Bellator 182 - Koreshkov vs. Njokuani,Bellator MMA,2017-08-25,"Turning Stone Casino, Verona, New York, United States",1,Joey Davis,Justin Roswell,win,loss,TKO,Elbows,David Bruce,1,01:35
Bellator MMA - Bass Pro Shops NRA Night Race,Bellator MMA,2017-08-19,"Bristol Motor Speedway, Bristol, Tennessee, United States",4,Brandon Bell,Willis Ben Sergent,win,loss,Decision,Unanimous, N/A,3, 5:00
Bellator MMA - Bass Pro Shops NRA Night Race,Bellator MMA,2017-08-19,"Bristol Motor Speedway, Bristol, Tennessee, United States",3,Nick Gehrts,Ken Beverly,win,loss,Submission,Brabo Choke,,3,02:01
Bellator MMA - Bass Pro Shops NRA Night Race,Bellator MMA,2017-08-19,"Bristol Motor Speedway, Bristol, Tennessee, United States",2,Jonathan Pearce,Damir Ferhatbegovic,win,loss,Submission,Rear-Naked Choke,,3,00:43
Bellator MMA - Bass Pro Shops NRA Night Race,Bellator MMA,2017-08-19,"Bristol Motor Speedway, Bristol, Tennessee, United States",1,Preston Schick,Ahva Mayi,win,loss,TKO,Punches,,2,00:37
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",15,Jonathan Gary,Will Florentino,win,loss,Decision,Unanimous, N/A,3, 5:00
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",14,Jordan Howard,Johnny Marigo,win,loss,KO,Punches,,1,01:26
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",13,Amanda Bell,Brittney Elkin,win,loss,TKO,Punches,Don Turnage,2,04:56
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",12,Justin Lawrence,Treston Thomison,win,loss,TKO,Doctor Stoppage,Kerry Hatley,1,03:34
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",11,Derek Campos,Brandon Girtz,win,loss,TKO,Doctor Stoppage,John McCarthy,2,05:00
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",10,John Salter,Kendall Grove,win,loss,Submission,Rear-Naked Choke,John McCarthy,1,04:37
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",9,Emily Ducote,Jessica Middleton,win,loss,Decision,Unanimous,Jason Herzog,3,05:00
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",8,Joe Warren,Steve Garcia,win,loss,Decision,Unanimous,Kerry Hatley,3,05:00
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",7,E.J. Brooks,Guilherme Vasconcelos,win,loss,Decision,Unanimous,Kerry Hatley,3,05:00
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",6,Rafael Lovato Jr.,Mike Rhodes,win,loss,Submission,Rear-Naked Choke,John McCarthy,1,01:59
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",5,Valentin Moldavsky,Carl Seumanutafa,win,loss,Decision,Unanimous,John McCarthy,3,05:00
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",4,Andre Fialho,A.J. Matthews,win,loss,Decision,Split,Jason Herzog,3,05:00
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",3,Logan Storley,Kemmyelle Haley,win,loss,TKO,Elbows,Jason Herzog,1,01:44
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",2,Romero Cotton,Aaron Rodriguez,win,loss,Decision,Split,Don Turnage,3,05:00
Bellator 181 - Campos vs. Girtz 3,Bellator MMA,2017-07-14,"Winstar Casino, Thackerville, Oklahoma, United States",1,Katy Collins,Bruna Vargas,win,loss,Decision,Unanimous,Don Turnage,3,05:00
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",14,Chael Sonnen,Wanderlei Silva,win,loss,Decision,Unanimous, John,3, 5:00
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",13,Neiman Gracie,Dave Marfone,win,loss,Submission,Rear-Naked Choke,Todd Anderson,2,02:27
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",12,Matt Mitrione,Fedor Emelianenko,win,loss,TKO,Punches,Dan Miragliotta,1,01:14
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",11,Brent Primus,Michael Chandler,win,loss,TKO,Doctor Stoppage,Todd Anderson,1,02:22
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",10,Zach Freeman,Aaron Pico,win,loss,Submission,Guillotine Choke,Rob Hinds,1,00:24
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",9,Douglas Lima,Lorenz Larkin,win,loss,Decision,Unanimous,John McCarthy,5,05:00
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",8,Ryan Bader,Phil Davis,win,loss,Decision,Split,Dan Miragliotta,5,05:00
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",7,James Gallagher,Chinzo Machida,win,loss,Submission,Rear-Naked Choke,Rob Hinds,1,02:22
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",6,Heather Hardy,Alice Yauger,win,loss,TKO,Punches,John McCarthy,3,04:47
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",5,Ryan Couture,Haim Gozali,win,loss,Decision,Unanimous,Dan Miragliotta,3,05:00
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",4,Bradley Desir,Nate Grebb,win,loss,KO,Punches,Todd Anderson,1,02:54
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",3,Anthony Giacchina,Jerome Mickle,win,loss,Submission,Rear-Naked Choke,Rob Hinds,3,03:40
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",2,Matt Rizzo,Sergio da Silva,win,loss,Submission,Arm-Triangle Choke,John McCarthy,3,03:48
Bellator 180 - Sonnen vs. Silva,Bellator MMA,2017-06-24,"Madison Square Garden, New York, New York, United States",1,Hugh McKenna,John Salgado,win,loss,Submission,Kimura,Dan Miragliotta,1,04:06
Bellator MMA - Monster Energy All-Star Race,Bellator MMA,2017-05-20,"Charlotte Motor Speedway, Concord, North Carolina, United States",4,Allen Crowder,Robert Neal,win,loss,TKO,Punches, N/A,1, 2:24
Bellator MMA - Monster Energy All-Star Race,Bellator MMA,2017-05-20,"Charlotte Motor Speedway, Concord, North Carolina, United States",3,Jacob McClintock,Jeremie Holloway,win,loss,Submission,Guillotine Choke,,1,01:39
Bellator MMA - Monster Energy All-Star Race,Bellator MMA,2017-05-20,"Charlotte Motor Speedway, Concord, North Carolina, United States",2,Lashawn Alcocks,Mike Stevens,win,loss,TKO,Punches,,1,02:20
Bellator MMA - Monster Energy All-Star Race,Bellator MMA,2017-05-20,"Charlotte Motor Speedway, Concord, North Carolina, United States",1,Allen Bose,Chris Crawford,win,loss,Decision,Unanimous,,3,03:00
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",13,Rory MacDonald,Paul Daley,win,loss,Submission,Rear-Naked Choke, John McCarthy,2, 1:45
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",12,Linton Vassell,Liam McGeary,win,loss,Submission,Arm-Triangle Choke,Dan Miragliotta,3,02:28
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",11,Cheick Kongo,Augusto Sakai,win,loss,Decision,Split,John McCarthy,3,05:00
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",10,Alex Lohore,Dan Vinni,win,loss,KO,Punches,Bryan Miner,2,00:56
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",9,Kevin Ferguson Jr.,Darryal Griffin,win,loss,TKO,Punches,Dan Miragliotta,1,03:40
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",8,Stav Economou,Dan Konecke,win,loss,Submission,Guillotine Choke,,1,01:05
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",7,Amir Albazi,Jamie Powell,win,loss,Decision,Unanimous,,3,05:00
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",6,Nathan Jones,Umer Kayani,win,loss,Submission,Rear-Naked Choke,,1,04:35
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",5,Fabian Edwards,Rafal Cejrowski,win,loss,KO,Flying Knee,Dan Miragliotta,1,03:44
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",4,Mike Shipman,Marcin Prostko,win,loss,TKO,Knees,,1,02:39
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",3,Jeremy Petley,Chase Morton,win,loss,Decision,Unanimous,,3,05:00
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",2,Salih Kulucan,Diego Barbosa,win,loss,Submission,Heel Hook,,1,02:18
Bellator 179 - Daley vs. MacDonald,Bellator MMA,2017-05-19,"Wembley Arena, London, Greater London, England",1,Alfie Davis,Jay Dods,win,loss,TKO,Kick to the Body,,1,02:34
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",14,Don Shainis,Mak Kelleher,win,loss,Decision,Unanimous, Dan,3, 5:00
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",13,Regivaldo Carvalho,Jay Perrin,win,loss,Submission,Guillotine Choke,Dan Miragliotta,3,02:04
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",12,Kemran Lachinov,Sam Watford,win,loss,Decision,Split,Kevin MacDonald,3,05:00
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",11,Patricio Freire,Daniel Straus,win,loss,Submission,Guillotine Choke,Dan Miragliotta,2,00:37
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",10,Ilima-Lei Macfarlane,Jessica Middleton,win,loss,Submission,Armbar,Kevin MacDonald,1,02:15
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",9,Saad Awad,Ryan Quinn,win,loss,Decision,Unanimous,John McCarthy,3,05:00
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",8,A.J. McKee,Dominic Mazzotta,win,loss,KO,Head Kick,Todd Anderson,1,01:15
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",7,Remo Cardarelli,Johnny Lopez,win,loss,Decision,Unanimous,John McCarthy,3,05:00
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",6,Kastriot Xhema,Nick Alley,win,loss,TKO,Punches,Todd Anderson,1,03:19
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",5,Blair Tugman,Tom English,win,loss,Submission,Rear-Naked Choke,John McCarthy,3,04:54
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",4,Jordan Young,Tim Caron,win,loss,Submission,Brabo Choke,Kevin MacDonald,1,03:55
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",3,Ed Ruth,David Mundell,win,loss,TKO,Knee to the Body,Kevin MacDonald,2,03:12
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",2,Tyrell Fortune,Branko Busick,win,loss,Decision,Unanimous,Todd Anderson,3,05:00
Bellator 178 - Straus vs. Pitbull 4,Bellator MMA,2017-04-21,"Mohegan Sun Arena, Uncasville, Connecticut, United States",1,Chris Foster,Shane Manley,win,loss,Decision,Split,John McCarthy,3,05:00
Bellator 177 - Dantas vs. Higo,Bellator MMA,2017-04-14,"Budapest Sports Arena, Budapest, Hungary",6,Eduardo Dantas,Leandro Higo,win,loss,Decision,Split, John,3, 5:00
Bellator 177 - Dantas vs. Higo,Bellator MMA,2017-04-14,"Budapest Sports Arena, Budapest, Hungary",5,Daniel Weichel,John Teixeira,win,loss,Decision,Split,Todd Anderson,3,05:00
Bellator 177 - Dantas vs. Higo,Bellator MMA,2017-04-14,"Budapest Sports Arena, Budapest, Hungary",4,Lena Ovchynnikova,Helen Harper,win,loss,TKO,Corner Stoppage,John McCarthy,2,05:00
Bellator 177 - Dantas vs. Higo,Bellator MMA,2017-04-14,"Budapest Sports Arena, Budapest, Hungary",3,Adam Borics,Anthony Taylor,win,loss,Submission,Rear-Naked Choke,Todd Anderson,1,04:12
Bellator 177 - Dantas vs. Higo,Bellator MMA,2017-04-14,"Budapest Sports Arena, Budapest, Hungary",2,Brian Moore,Michal Horejsi,win,loss,TKO,Punches,John McCarthy,2,03:57
Bellator 177 - Dantas vs. Higo,Bellator MMA,2017-04-14,"Budapest Sports Arena, Budapest, Hungary",1,Mate Kertesz,Patrick Szombat,win,loss,TKO,Punches,Todd Anderson,2,04:37
Bellator 176 - Carvalho vs. Manhoef 2,Bellator MMA,2017-04-08,"Pala Aplitour, Turin, Italy",5,Rafael Carvalho,Melvin Manhoef,win,loss,KO,Head Kick, Kevin,4, 3:15
Bellator 176 - Carvalho vs. Manhoef 2,Bellator MMA,2017-04-08,"Pala Aplitour, Turin, Italy",4,Anastasia Yankova,Elina Kallionidou,win,loss,Decision,Unanimous,Rob Hinds,3,05:00
Bellator 176 - Carvalho vs. Manhoef 2,Bellator MMA,2017-04-08,"Pala Aplitour, Turin, Italy",3,Valeriu Mircea,Djamil Chan,win,loss,Decision,Majority,Kevin MacDonald,3,05:00
Bellator 176 - Carvalho vs. Manhoef 2,Bellator MMA,2017-04-08,"Pala Aplitour, Turin, Italy",2,Mihail Nica,Samba Coulibaly,win,loss,Submission,Anaconda Choke,Rob Hinds,1,00:36
Bellator 176 - Carvalho vs. Manhoef 2,Bellator MMA,2017-04-08,"Pala Aplitour, Turin, Italy",1,Giorgio Belsanti,Vando de Almeida,win,loss,Decision,Unanimous,Kevin MacDonald,3,05:00
Bellator 175 - Rampage vs. King Mo 2,Bellator MMA,2017-03-31,"Allstate Arena, Rosemont, Illinois, United States",15,Brandon Shelhart,Maximillian  Fuentes,win,loss,Submission,Rear-Naked Choke, N/A,1, 2:21
Bellator 175 - Rampage vs. King Mo 2,Bellator MMA,2017-03-31,"Allstate Arena, Rosemont, Illinois, United States",14,Asef Askar,James Esposito,win,loss,Submission,Rear-Naked Choke,,1,03:06
Bellator 175 - Rampage vs. King Mo 2,Bellator MMA,2017-03-31,"Allstate Arena, Rosemont, Illinois, United States",13,Cory Galloway,David Garcia,win,loss,Submission,Guillotine Choke,,1,01:04
Bellator 175 - Rampage vs. King Mo 2,Bellator MMA,2017-03-31,"Allstate Arena, Rosemont, Illinois, United States",12,Josh Streacker,Tom Holder,win,loss,Decision,Split,,3,05:00
