event_title,organisation,date,location,match_nr,fighter1_name,fighter2_name,fighter1_result,fighter2_result,win_method,win_details,referee,round,time
UFC Fight Night 188 - Font vs. Garbrandt,Ultimate Fighting Championship (UFC),2021-05-22,"UFC Apex, Las Vegas, Nevada, United States",3,Joshua Culibao,Nuerdanbieke Shayilan,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC Fight Night 188 - Font vs. Garbrandt,Ultimate Fighting Championship (UFC),2021-05-22,"UFC Apex, Las Vegas, Nevada, United States",2,David Dvorak,Juancamilo Ronderos,win,loss,Submission,Rear-Naked Choke,Keith Peterson,1,02:18
UFC Fight Night 188 - Font vs. Garbrandt,Ultimate Fighting Championship (UFC),2021-05-22,"UFC Apex, Las Vegas, Nevada, United States",1,Damir Ismagulov,Rafael Alves,win,loss,Decision,Unanimous,Chris Tognoni,3,05:00
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",12,Charles Oliveira,Michael Chandler,win,loss,TKO,Punches, Dan Miragliotta,2, 0:19
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",11,Beneil Dariush,Tony Ferguson,win,loss,Decision,Unanimous,Mike Beltran,3,05:00
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",10,Rogerio Bontorin,Matt Schnell,win,loss,Decision,Unanimous,Kerry Hatley,3,05:00
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",9,Katlyn Chookagian,Viviane Araujo,win,loss,Decision,Unanimous,Kerry Hatley,3,05:00
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",8,Edson Barboza,Shane Burgos,win,loss,KO,Punches,Mike Beltran,3,01:16
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",7,Andre Muniz,Ronaldo Souza,win,loss,Submission,Armbar,Jacob Montalvo,1,03:59
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",6,Lando Vannata,Mike Grundy,win,loss,Decision,Split,Dan Miragliotta,3,05:00
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",5,Jordan Wright,Jamie Pickett,win,loss,TKO,Elbows and Punches,Kerry Hatley,1,01:04
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",4,Andrea Lee,Antonina Shevchenko,win,loss,Submission,Triangle Armbar,Jeff Rexroad,2,04:52
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",3,Priscila Cachoeira,Gina Mazany,win,loss,TKO,Punches,Mike Beltran,2,04:51
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",2,Tucker Lutz,Kevin Aguilar,win,loss,Decision,Unanimous,Jacob Montalvo,3,05:00
UFC 262 - Oliveira vs. Chandler,Ultimate Fighting Championship (UFC),2021-05-15,"Toyota Center, Houston, Texas, United States",1,Christos Giagos,Sean Soriano,win,loss,Submission,Brabo Choke,Jeff Rexroad,2,00:59
UFC on ESPN 24 - Rodriguez vs. Waterson,Ultimate Fighting Championship (UFC),2021-05-08,"UFC Apex, Las Vegas, Nevada, United States",9,Marina Rodriguez,Michelle Waterson,win,loss,Decision,Unanimous, Herb Dean,5, 5:00
UFC on ESPN 24 - Rodriguez vs. Waterson,Ultimate Fighting Championship (UFC),2021-05-08,"UFC Apex, Las Vegas, Nevada, United States",8,Alex Morono,Donald Cerrone,win,loss,TKO,Punches,Marc Goddard,1,04:40
UFC on ESPN 24 - Rodriguez vs. Waterson,Ultimate Fighting Championship (UFC),2021-05-08,"UFC Apex, Las Vegas, Nevada, United States",7,Neil Magny,Geoff Neal,win,loss,Decision,Unanimous,Mark Smith,3,05:00
UFC on ESPN 24 - Rodriguez vs. Waterson,Ultimate Fighting Championship (UFC),2021-05-08,"UFC Apex, Las Vegas, Nevada, United States",6,Marcos Rogerio de Lima,Maurice Greene,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC on ESPN 24 - Rodriguez vs. Waterson,Ultimate Fighting Championship (UFC),2021-05-08,"UFC Apex, Las Vegas, Nevada, United States",5,Gregor Gillespie,Diego Ferreira,win,loss,TKO,Elbows and Punches,Chris Tognoni,2,04:51
UFC on ESPN 24 - Rodriguez vs. Waterson,Ultimate Fighting Championship (UFC),2021-05-08,"UFC Apex, Las Vegas, Nevada, United States",4,Phil Hawes,Kyle Daukaus,win,loss,Decision,Unanimous,Mark Smith,3,05:00
UFC on ESPN 24 - Rodriguez vs. Waterson,Ultimate Fighting Championship (UFC),2021-05-08,"UFC Apex, Las Vegas, Nevada, United States",3,Michael Trizano,Ludovit Klein,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC on ESPN 24 - Rodriguez vs. Waterson,Ultimate Fighting Championship (UFC),2021-05-08,"UFC Apex, Las Vegas, Nevada, United States",2,Jun Yong Park,Tafon Nchukwi,win,loss,Decision,Majority,Chris Tognoni,3,05:00
UFC on ESPN 24 - Rodriguez vs. Waterson,Ultimate Fighting Championship (UFC),2021-05-08,"UFC Apex, Las Vegas, Nevada, United States",1,Carlston Lindsay Harris,Christian Aguilera,win,loss,Submission,Anaconda Choke,Marc Goddard,1,02:52
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),2021-05-01,"UFC Apex, Las Vegas, Nevada, United States",11,Jiri Prochazka,Dominick Reyes,win,loss,KO,Spinning Back Elbow, Herb Dean,2, 4:29
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),2021-05-01,"UFC Apex, Las Vegas, Nevada, United States",10,Giga Chikadze,Cub Swanson,win,loss,TKO,Body Kick and Punches,Jason Herzog,1,01:03
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),2021-05-01,"UFC Apex, Las Vegas, Nevada, United States",9,Ion Cutelaba,Dustin Jacoby,draw,draw,Draw,Split,Mark Smith,3,05:00
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),2021-05-01,"UFC Apex, Las Vegas, Nevada, United States",8,Sean Strickland,Krzysztof Jotko,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),2021-05-01,"UFC Apex, Las Vegas, Nevada, United States",7,Merab Dvalishvili,Cody Stamann,win,loss,Decision,Unanimous,Chris Tognoni,3,05:00
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),2021-05-01,"UFC Apex, Las Vegas, Nevada, United States",6,Luana Pinheiro,Randa Markos,win,loss,Disqualification,Illegal Upkick,Mark Smith,1,04:16
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),2021-05-01,"UFC Apex, Las Vegas, Nevada, United States",5,T.J. Brown,Kai Kamaka III,win,loss,Decision,Split,Jason Herzog,3,05:00
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),2021-05-01,"UFC Apex, Las Vegas, Nevada, United States",4,Luana Carolina,Poliana Botelho,win,loss,Decision,Split,Herb Dean,3,05:00
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),2021-05-01,"UFC Apex, Las Vegas, Nevada, United States",3,Konklak Suphisara,Sam Hughes,win,loss,Decision,Unanimous,Jason Herzog,3,05:00
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),2021-05-01,"UFC Apex, Las Vegas, Nevada, United States",2,Andreas Michailidis,K.B. Bhullar,win,loss,Decision,Unanimous,Mark Smith,3,05:00
UFC on ESPN 23 - Reyes vs. Prochazka,Ultimate Fighting Championship (UFC),2021-05-01,"UFC Apex, Las Vegas, Nevada, United States",1,Felipe Dias Colares,Luke Sanders,win,loss,Decision,Unanimous,Chris Tognoni,3,05:00
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",13,Kamaru Usman,Jorge Masvidal,win,loss,KO,Punch, Herb Dean,2, 1:02
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",12,Rose Namajunas,Weili Zhang,win,loss,KO,Head Kick,Keith Peterson,1,01:18
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",11,Valentina Shevchenko,Jessica Andrade,win,loss,TKO,Elbows,Dan Miragliotta,2,03:19
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",10,Uriah Hall,Chris Weidman,win,loss,TKO,Leg Injury,Herb Dean,1,00:17
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",9,Anthony Smith,Jimmy Crute,win,loss,TKO,Doctor Stoppage,Keith Peterson,1,05:00
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",8,Randy Brown,Alex Oliveira,win,loss,Submission,Rear-Naked Choke,Dan Miragliotta,1,02:50
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",7,Dwight Grant,Stefan Sekulic,win,loss,Decision,Split,James Folsom,3,05:00
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",6,Brendan Allen,Karl Roberson,win,loss,Submission,Ankle Lock,Dan Miragliotta,1,04:55
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",5,Pat Sabatini,Tristan Connelly,win,loss,Decision,Unanimous,Josh Rutgers,3,05:00
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",4,Danaa Batgerel,Kevin Natividad,win,loss,TKO,Punches,Herb Dean,1,00:50
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",3,Rodrigo Vargas,Zhu Rong,win,loss,Decision,Unanimous,Keith Peterson,3,05:00
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",2,Jeff Molina,Qileng Aori,win,loss,Decision,Unanimous,Josh Rutgers,3,05:00
UFC 261 - Usman vs. Masvidal 2,Ultimate Fighting Championship (UFC),2021-04-24,"VyStar Veterans Memorial Arena, Jacksonville, Florida, United States",1,Ariane Carnelossi,Na Liang,win,loss,TKO,Punches,James Folsom,2,01:28
UFC on ESPN 22 - Whittaker vs. Gastelum,Ultimate Fighting Championship (UFC),2021-04-17,"UFC Apex, Las Vegas, Nevada, United States",10,Robert Whittaker,Kelvin Gastelum,win,loss,Decision,Unanimous, Herb Dean,5, 5:00
UFC on ESPN 22 - Whittaker vs. Gastelum,Ultimate Fighting Championship (UFC),2021-04-17,"UFC Apex, Las Vegas, Nevada, United States",9,Andrei Arlovski,Chase Sherman,win,loss,Decision,Unanimous,Keith Peterson,3,05:00
UFC on ESPN 22 - Whittaker vs. Gastelum,Ultimate Fighting Championship (UFC),2021-04-17,"UFC Apex, Las Vegas, Nevada, United States",8,Jacob Malkoun,Abdul Razak Alhassan,win,loss,Decision,Unanimous,Chris Tognoni,3,05:00
UFC on ESPN 22 - Whittaker vs. Gastelum,Ultimate Fighting Championship (UFC),2021-04-17,"UFC Apex, Las Vegas, Nevada, United States",7,Tracy Cortez,Justine Kish,win,loss,Decision,Split,Keith Peterson,3,05:00
UFC on ESPN 22 - Whittaker vs. Gastelum,Ultimate Fighting Championship (UFC),2021-04-17,"UFC Apex, Las Vegas, Nevada, United States",6,Luis Pena,Alex Munoz,win,loss,Decision,Split,Herb Dean,3,05:00
UFC on ESPN 22 - Whittaker vs. Gastelum,Ultimate Fighting Championship (UFC),2021-04-17,"UFC Apex, Las Vegas, Nevada, United States",5,Alexander Romanov,Juan Espino,win,loss,Technical Decision,Split,Mark Smith,3,01:05
UFC on ESPN 22 - Whittaker vs. Gastelum,Ultimate Fighting Championship (UFC),2021-04-17,"UFC Apex, Las Vegas, Nevada, United States",4,Jessica Penne,Lupita Godinez,win,loss,Decision,Split,Chris Tognoni,3,05:00
UFC on ESPN 22 - Whittaker vs. Gastelum,Ultimate Fighting Championship (UFC),2021-04-17,"UFC Apex, Las Vegas, Nevada, United States",3,Gerald Meerschaert,Bartosz Fabinski,win,loss,Submission,Guillotine Choke,Herb Dean,1,02:00
UFC on ESPN 22 - Whittaker vs. Gastelum,Ultimate Fighting Championship (UFC),2021-04-17,"UFC Apex, Las Vegas, Nevada, United States",2,Austin Hubbard,Dakota Bush,win,loss,Decision,Unanimous,Keith Peterson,3,05:00
UFC on ESPN 22 - Whittaker vs. Gastelum,Ultimate Fighting Championship (UFC),2021-04-17,"UFC Apex, Las Vegas, Nevada, United States",1,Tony Gravely,Anthony Birchak,win,loss,TKO,Punch,Mark Smith,2,01:31
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",13,Marvin Vettori,Kevin Holland,win,loss,Decision,Unanimous, Herb Dean,5, 5:00
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",12,Arnold Allen,Sodiq Yusuff,win,loss,Decision,Unanimous,Jason Herzog,3,05:00
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",11,Julian Marquez,Sam Alvey,win,loss,Submission,Rear-Naked Choke,Mark Smith,2,02:07
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",10,Mackenzie Dern,Nina Nunes,win,loss,Submission,Armbar,Chris Tognoni,1,04:48
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",9,Daniel Rodriguez,Mike Perry,win,loss,Decision,Unanimous,Mike Beltran,3,05:00
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",8,Joe Solecki,Jim Miller,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",7,Mateusz Gamrot,Scott Holtzman,win,loss,KO,Punches,Jason Herzog,2,01:22
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",6,John Makdessi,Ignacio Bahamondes,win,loss,Decision,Split,Chris Tognoni,3,05:00
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",5,Jarjis Danho,Yorgan De Castro,win,loss,KO,Punch,Mike Beltran,1,03:02
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",4,Jack Shore,Hunter Azure,win,loss,Decision,Split,Herb Dean,3,05:00
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",3,Luis Saldana,Jordan Griffin,win,loss,Decision,Unanimous,Jason Herzog,3,05:00
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",2,Da Un Jung,William Knight,win,loss,Decision,Unanimous,Mark Smith,3,05:00
UFC on ABC 2 - Vettori vs. Holland,Ultimate Fighting Championship (UFC),2021-04-10,"UFC Apex, Las Vegas, Nevada, United States",1,Impa Kasanganay,Sasha Palatnikov,win,loss,Submission,Rear-Naked Choke,Chris Tognoni,2,00:26
UFC 260 - Miocic vs. Ngannou 2,Ultimate Fighting Championship (UFC),2021-03-27,"UFC Apex, Las Vegas, Nevada, United States",10,Francis Ngannou,Stipe Miocic,win,loss,KO,Punch, Herb Dean,2, 0:52
UFC 260 - Miocic vs. Ngannou 2,Ultimate Fighting Championship (UFC),2021-03-27,"UFC Apex, Las Vegas, Nevada, United States",9,Vicente Luque,Tyron Woodley,win,loss,Submission,Brabo Choke,Jason Herzog,1,03:56
UFC 260 - Miocic vs. Ngannou 2,Ultimate Fighting Championship (UFC),2021-03-27,"UFC Apex, Las Vegas, Nevada, United States",8,Sean O'Malley,Thomas Almeida,win,loss,KO,Punch,Mark Smith,3,03:52
UFC 260 - Miocic vs. Ngannou 2,Ultimate Fighting Championship (UFC),2021-03-27,"UFC Apex, Las Vegas, Nevada, United States",7,Miranda Maverick,Gillian Robertson,win,loss,Decision,Unanimous,Jason Herzog,3,05:00
UFC 260 - Miocic vs. Ngannou 2,Ultimate Fighting Championship (UFC),2021-03-27,"UFC Apex, Las Vegas, Nevada, United States",6,Jamie Mullarkey,Khama Worthy,win,loss,KO,Punches,Chris Tognoni,1,00:46
UFC 260 - Miocic vs. Ngannou 2,Ultimate Fighting Championship (UFC),2021-03-27,"UFC Apex, Las Vegas, Nevada, United States",5,Alonzo Menifield,Fabio Cherant,win,loss,Submission,Shoulder Choke,Herb Dean,1,01:11
UFC 260 - Miocic vs. Ngannou 2,Ultimate Fighting Championship (UFC),2021-03-27,"UFC Apex, Las Vegas, Nevada, United States",4,Abubakar Nurmagomedov,Jared Gooden,win,loss,Decision,Unanimous,Mark Smith,3,05:00
UFC 260 - Miocic vs. Ngannou 2,Ultimate Fighting Championship (UFC),2021-03-27,"UFC Apex, Las Vegas, Nevada, United States",3,Michal Oleksiejczuk,Modestas Bukauskas,win,loss,Decision,Split,Jason Herzog,3,05:00
UFC 260 - Miocic vs. Ngannou 2,Ultimate Fighting Championship (UFC),2021-03-27,"UFC Apex, Las Vegas, Nevada, United States",2,Omar Morales,Shane Young,win,loss,Decision,Unanimous,Chris Tognoni,3,05:00
UFC 260 - Miocic vs. Ngannou 2,Ultimate Fighting Championship (UFC),2021-03-27,"UFC Apex, Las Vegas, Nevada, United States",1,Marc-Andre Barriault,Abu Azaitar,win,loss,TKO,Punches,Jerin Valel,3,04:56
UFC on ESPN 21 - Brunson vs. Holland,Ultimate Fighting Championship (UFC),2021-03-20,"UFC Apex, Las Vegas, Nevada, United States",10,Derek Brunson,Kevin Holland,win,loss,Decision,Unanimous, Herb Dean,5, 5:00
UFC on ESPN 21 - Brunson vs. Holland,Ultimate Fighting Championship (UFC),2021-03-20,"UFC Apex, Las Vegas, Nevada, United States",9,Max Griffin,Kenan Song,win,loss,KO,Punches,Keith Peterson,1,02:20
UFC on ESPN 21 - Brunson vs. Holland,Ultimate Fighting Championship (UFC),2021-03-20,"UFC Apex, Las Vegas, Nevada, United States",8,Montserrat Ruiz,Cheyanne Buys,win,loss,Decision,Unanimous,Mark Smith,3,05:00
UFC on ESPN 21 - Brunson vs. Holland,Ultimate Fighting Championship (UFC),2021-03-20,"UFC Apex, Las Vegas, Nevada, United States",7,Adrian Yanez,Gustavo Lopez,win,loss,KO,Punch,Chris Tognoni,3,00:27
UFC on ESPN 21 - Brunson vs. Holland,Ultimate Fighting Championship (UFC),2021-03-20,"UFC Apex, Las Vegas, Nevada, United States",6,Tai Tuivasa,Harry Hunsucker,win,loss,TKO,Punches,Herb Dean,1,00:49
UFC on ESPN 21 - Brunson vs. Holland,Ultimate Fighting Championship (UFC),2021-03-20,"UFC Apex, Las Vegas, Nevada, United States",5,Macy Chiasson,Marion Reneau,win,loss,Decision,Unanimous,Mark Smith,3,05:00
UFC on ESPN 21 - Brunson vs. Holland,Ultimate Fighting Championship (UFC),2021-03-20,"UFC Apex, Las Vegas, Nevada, United States",4,Grant Dawson,Leonardo Santos,win,loss,KO,Punches,Chris Tognoni,3,04:59
UFC on ESPN 21 - Brunson vs. Holland,Ultimate Fighting Championship (UFC),2021-03-20,"UFC Apex, Las Vegas, Nevada, United States",3,Trevin Giles,Roman Dolidze,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC on ESPN 21 - Brunson vs. Holland,Ultimate Fighting Championship (UFC),2021-03-20,"UFC Apex, Las Vegas, Nevada, United States",2,Montel Jackson,Jesse Strader,win,loss,TKO,Punches,Keith Peterson,1,01:58
UFC on ESPN 21 - Brunson vs. Holland,Ultimate Fighting Championship (UFC),2021-03-20,"UFC Apex, Las Vegas, Nevada, United States",1,Bruno Silva,J.P. Buys,win,loss,TKO,Punch,Mark Smith,2,02:56
UFC Fight Night 187 - Edwards vs. Muhammad,Ultimate Fighting Championship (UFC),2021-03-13,"UFC Apex, Las Vegas, Nevada, United States",13,Leon Edwards,Belal Muhammad,NC,NC,No Contest,Accidental Eye Poke, Herb Dean,2, 0:18
UFC Fight Night 187 - Edwards vs. Muhammad,Ultimate Fighting Championship (UFC),2021-03-13,"UFC Apex, Las Vegas, Nevada, United States",12,Ryan Spann,Misha Cirkunov,win,loss,TKO,Punches,Mark Smith,1,01:11
UFC Fight Night 187 - Edwards vs. Muhammad,Ultimate Fighting Championship (UFC),2021-03-13,"UFC Apex, Las Vegas, Nevada, United States",11,Dan Ige,Gavin Tucker,win,loss,KO,Punch,Mike Beltran,1,00:22
UFC Fight Night 187 - Edwards vs. Muhammad,Ultimate Fighting Championship (UFC),2021-03-13,"UFC Apex, Las Vegas, Nevada, United States",10,Davey Grant,Jonathan Martinez,win,loss,KO,Punch,Chris Tognoni,2,03:03
UFC Fight Night 187 - Edwards vs. Muhammad,Ultimate Fighting Championship (UFC),2021-03-13,"UFC Apex, Las Vegas, Nevada, United States",9,Matheus Nicolau,Manel Kape,win,loss,Decision,Split,Mark Smith,3,05:00
UFC Fight Night 187 - Edwards vs. Muhammad,Ultimate Fighting Championship (UFC),2021-03-13,"UFC Apex, Las Vegas, Nevada, United States",8,Eryk Anders,Darren Stewart,NC,NC,No Contest,Illegal Knee,Herb Dean,1,04:37
