fighter_name,nickname,birth_date,age,death_date,location,country,height,weight,association,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,lossess,losses_ko,losses_submission,losses_decision,losses_other,height(cm),weight(kg),win_percentage,bmi,submission_ratio,ko_ratio,decision_ratio
Alberto Correia,Alber Magayver,1997-03-23,24.0,,"Fortaleza, Ceara",Brazil,5.2,115,Nova Uniao,Strawweight,2,1,0,1,0,3,1,1,1,0,158.496,52.16308,40.0,20.76,0.0,0.5,0.5
Raul Amaya,Smash Mode,1986-02-02,35.0,,"Bradenton, Florida",United States,5.1,185,Champions Mma (Bradenton),Middleweight,11,5,6,0,0,3,1,1,1,0,155.44799999999998,83.91452,78.57,34.73,0.55,0.45,0.0
Jia Yang,,,,,,China,5.4,125,None,Flyweight,1,0,0,1,0,1,0,0,1,0,164.592,56.699,50.0,20.93,0.0,0.0,1.0
Johnny Lopez,Mr. Nice Guy,,,,"Cromwell, Connecticut",United States,5.6,125,Underdog Brazilian Jiu-Jitsu,Flyweight,12,0,6,6,0,5,2,1,2,0,170.688,56.699,70.59,19.46,0.5,0.0,0.5
Steve Montgomery,The Creepy Weasel,1990-12-19,30.0,,"Boca Raton, Florida",United States,6.4,185,American Top Team,Middleweight,10,6,3,1,0,6,3,1,2,0,195.072,83.91452,62.5,22.05,0.3,0.6,0.1
Anthony Engelen,The Archangel,1985-06-23,36.0,,"Ermelo, Gelderland",Netherlands,5.6,155,Tatsujin Mma Indonesia,Lightweight,8,3,4,1,0,7,3,3,1,0,170.688,70.30676,53.33,24.13,0.5,0.38,0.12
Tina Lahdemaki,Jelly Bean,1988-05-28,33.0,,"Hyvinkaa, Uusimaa",Finland,5.2,115,Rnc Sport Club,Strawweight,5,1,2,2,0,1,0,0,1,0,158.496,52.16308,83.33,20.76,0.4,0.2,0.4
Ricky Legere Jr.,The Ie Bad Boy,1985-12-21,35.0,,"Lake Forest, California",United States,5.8,170,Ufc Gym Corona,Welterweight,19,8,9,2,0,7,3,2,2,0,176.784,77.11064,73.08,24.67,0.47,0.42,0.11
Karolina Kowalkiewicz,,1985-10-15,35.0,,Lodz,Poland,5.3,115,Fitfabric Shark Top Team,Strawweight,12,1,2,9,0,7,1,2,4,0,161.54399999999998,52.16308,63.16,19.99,0.17,0.08,0.75
Shakir Mckillip,Hb,1992-01-02,29.0,,"Oklahoma City, Oklahoma",United States,5.11,149,American Top Team Okc,Lightweight,9,4,1,4,0,9,2,4,3,0,155.7528,67.585208,50.0,27.86,0.11,0.44,0.44
Will Martinez,,1980-08-31,40.0,,"Philadelphia, Pennsylvania",United States,5.9,151,Team Balance,Lightweight,13,3,6,4,0,3,0,2,1,0,179.83200000000002,68.492392,81.25,21.18,0.46,0.23,0.31
Jussier Formiga,,1985-04-14,36.0,,"Natal, Rio Grande Do Norte",Brazil,5.5,125,American Top Team,Flyweight,23,0,10,13,0,8,4,0,4,0,167.64000000000001,56.699,74.19,20.18,0.43,0.0,0.57
Hector Ramirez,Sick Dog,1976-03-28,45.0,,"Orange County, California",United States,6.0,205,None,Light Heavyweight,10,6,0,4,0,6,2,1,3,0,182.88,92.98636,62.5,27.8,0.0,0.6,0.4
Luke Rockhold,,1984-10-17,36.0,,"San Jose, California",United States,6.3,185,American Kickboxing Academy,Middleweight,16,6,8,2,0,5,5,0,0,0,192.024,83.91452,76.19,22.76,0.5,0.38,0.12
Kristian Rothaermel,,1972-01-31,49.0,,"Metairie, Louisiana",United States,6.0,205,None,Light Heavyweight,4,2,2,0,0,3,0,3,0,0,182.88,92.98636,57.14,27.8,0.5,0.5,0.0
Javier Obregon,,,,,"Fort Worth, Texas",United States,5.8,135,Phalanx Powerhouse,Bantamweight,14,3,5,6,0,16,4,9,3,0,176.784,61.23492,46.67,19.59,0.36,0.21,0.43
Dominic Mazzotta,The Honey Badger,1987-06-17,34.0,,"New Kensington, Pennsylvania",United States,5.7,135,Sanford Mma,Bantamweight,15,2,9,4,0,3,2,0,1,0,173.73600000000002,61.23492,83.33,20.29,0.6,0.13,0.27
Derek Campos,The Stallion,1988-04-01,33.0,,"Lubbock, Texas",United States,5.9,145,Mohler Mma,Featherweight,20,6,5,9,0,11,4,4,3,0,179.83200000000002,65.77083999999999,64.52,20.34,0.25,0.3,0.45
Kevin Haley,The North Woods Nightmare,,,,"Rollinsford, New Hampshire",United States,6.2,195,Nostos Mma,Light Heavyweight,6,2,2,1,1,7,3,3,0,1,188.976,88.45044,46.15,24.77,0.33,0.33,0.17
Kyle Prepolec,,1989-08-30,31.0,,"Windsor, Ontario",Canada,5.1,155,Maximum Training Centre,Lightweight,14,7,4,3,0,7,0,2,5,0,155.44799999999998,70.30676,66.67,29.1,0.29,0.5,0.21
Tim Lajcik,The Bohemian,1965-06-21,56.0,,"Redwood, California",United States,6.1,225,Gladiators Training Academy,Heavyweight,7,5,1,1,0,6,4,1,1,0,185.928,102.0582,53.85,29.52,0.14,0.71,0.14
Hisham Hiba,,1992-02-25,29.0,,,Egypt,5.8,170,Egyptian Top Team,Welterweight,3,3,0,0,0,4,2,2,0,0,176.784,77.11064,42.86,24.67,0.0,1.0,0.0
Damir Ismagulov,,1991-02-03,30.0,,Orenburg,Russia,5.1,155,Boets Mma,Lightweight,23,12,1,10,0,1,0,0,1,0,155.44799999999998,70.30676,95.83,29.1,0.04,0.52,0.43
Chad Mendes,Money,1985-05-01,36.0,,"Hanford, California",United States,5.6,145,Team Alpha Male,Featherweight,18,8,2,8,0,5,4,0,1,0,170.688,65.77083999999999,78.26,22.57,0.11,0.44,0.44
Yadong Song,Kung Fu Monkey,1997-12-02,23.0,,Tianjin,China,5.8,135,Team Alpha Male,Bantamweight,17,6,3,8,0,4,1,0,3,0,176.784,61.23492,80.95,19.59,0.18,0.35,0.47
Felipe Silva,,1984-08-05,37.0,,"Juiz De Fora, Minas Gerais",Brazil,6.0,155,Cm System,Lightweight,9,7,1,1,0,5,4,1,0,0,182.88,70.30676,64.29,21.02,0.11,0.78,0.11
Hector Urbina,El Toro,1987-09-17,33.0,,"Chicago, Illinois",United States,6.0,170,None,Welterweight,17,9,5,2,1,12,7,2,2,1,182.88,77.11064,58.62,23.06,0.29,0.53,0.12
Ji Won Kang,Mighty Warrior,1995-10-08,25.0,,,South Korea,6.0,265,Wangho Mma,Heavyweight,5,5,0,0,0,0,0,0,0,0,182.88,120.20188,100.0,35.94,0.0,1.0,0.0
Ole Laursen,Iron Fist,1977-08-21,43.0,,Manila,Philippines,5.9,170,Legacy Gym,Welterweight,8,3,3,2,0,4,0,3,1,0,179.83200000000002,77.11064,66.67,23.84,0.38,0.38,0.25
Dustin Hazelett,Mclovin,1986-04-29,35.0,,"Cincinnati, Ohio",United States,6.1,155,Team Jorge Gurgel,Lightweight,12,1,9,2,0,7,4,2,1,0,185.928,70.30676,63.16,20.34,0.75,0.08,0.17
Tyson Miller,The Killer,,,,California,United States,0.0,205,None,Light Heavyweight,2,1,0,1,0,0,0,0,0,0,0.0,92.98636,100.0,inf,0.0,0.5,0.5
Lindsey Vanzandt,Damsel,1993-08-06,28.0,,"Jacksonville, Florida",United States,5.2,106,Precision Mma,Atomweight,7,5,1,1,0,5,1,0,4,0,158.496,48.080752,58.33,19.14,0.14,0.71,0.14
Tom Aspinall,,1993-04-11,28.0,,"Wigan, Greater Manchester",England,6.5,245,Team Kaobon,Heavyweight,10,8,2,0,0,1,0,1,0,0,198.12,111.13004,90.91,28.31,0.2,0.8,0.0
David Zawada,Sagat,1990-08-01,31.0,,Dusseldorf,Germany,6.0,170,Ufd Gym,Welterweight,17,11,4,2,0,6,2,1,3,0,182.88,77.11064,73.91,23.06,0.24,0.65,0.12
Shawn Jordan,The Savage,1984-10-21,36.0,,"Baton Rouge, Louisiana",United States,6.0,265,American Top Team,Heavyweight,19,15,3,1,0,9,5,0,4,0,182.88,120.20188,67.86,35.94,0.16,0.79,0.05
Dan Cormier,The Hamburglar,,,,"Cranston, Rhode Island",United States,5.4,125,Tri-Force Mma,Flyweight,8,1,2,5,0,9,1,3,5,0,164.592,56.699,47.06,20.93,0.25,0.12,0.62
Ahmed Mujtaba,The Wolverine,,,,Quetta,Pakistan,5.11,155,Fight Fortress Mma,Lightweight,8,2,4,1,1,3,0,2,0,1,155.7528,70.30676,72.73,28.98,0.5,0.25,0.12
Russell Doane,,1986-08-13,34.0,,"Waianae, Hawaii",United States,5.6,135,Hawaii Elite Mma,Bantamweight,15,7,5,3,0,8,0,5,3,0,170.688,61.23492,65.22,21.02,0.33,0.47,0.2
Mak Kelleher,,,,,"Centereach, New York",United States,5.9,145,Jamie Varner'S Combat Academy,Featherweight,1,0,0,1,0,4,0,1,3,0,179.83200000000002,65.77083999999999,20.0,20.34,0.0,0.0,1.0
Kevin Jordan,The Shaman,1970-12-31,50.0,,"Columbus, Georgia",United States,6.3,245,Uscaa,Heavyweight,11,3,4,4,0,9,4,2,3,0,192.024,111.13004,55.0,30.14,0.36,0.27,0.36
Jason Fischer,The Finisher,1985-03-03,36.0,,"Detroit, Michigan",United States,5.1,155,Michigan Top Team,Lightweight,14,3,4,7,0,4,0,0,4,0,155.44799999999998,70.30676,77.78,29.1,0.29,0.21,0.5
Muin Gafurov,Tajik,1996-05-17,25.0,,Dushanbe,Tajikistan,5.7,135,Taj-Fighter,Bantamweight,17,9,7,1,0,3,0,0,3,0,173.73600000000002,61.23492,85.0,20.29,0.41,0.53,0.06
Marcel Goncalves,,1986-12-15,34.0,,"Miami Beach, Florida",United States,5.11,156,None,Lightweight,4,0,3,1,0,3,2,0,1,0,155.7528,70.760352,57.14,29.17,0.75,0.0,0.25
Callum Ellenor,Cal Pacino,1991-04-04,30.0,,"Sunderland, Tyne And Wear",England,5.7,134,Team Fish Tank,Bantamweight,8,2,6,0,0,3,0,1,2,0,173.73600000000002,60.781328,72.73,20.14,0.75,0.25,0.0
Giovanni Sarran,Bam Bam,1988-12-26,32.0,,"Antelope Valley, California",United States,5.7,252,None,Heavyweight,6,3,2,1,0,4,1,0,3,0,173.73600000000002,114.305184,60.0,37.87,0.33,0.5,0.17
Yuan Yi,,,,,,China,5.1,170,Modern Samurai Dojo,Welterweight,2,0,2,0,0,0,0,0,0,0,155.44799999999998,77.11064,100.0,31.91,1.0,0.0,0.0
Justin Linn,The Mortal Sinn,1989-06-19,32.0,,"Las Vegas, Nevada",United States,5.9,145,Team Tompkins,Featherweight,7,2,4,1,0,6,1,2,3,0,179.83200000000002,65.77083999999999,53.85,20.34,0.57,0.29,0.14
David Hammons,,1990-05-22,31.0,,"El Dorado Springs, Missouri",United States,6.4,262,None,Heavyweight,1,0,1,0,0,4,4,0,0,0,195.072,118.841104,20.0,31.23,1.0,0.0,0.0
Brett Mcdermott,The Spartan,,,,"Barrow-In-Furness, Cumbria",England,5.11,205,Flex Mma,Light Heavyweight,9,8,0,1,0,5,2,2,1,0,155.7528,92.98636,64.29,38.33,0.0,0.89,0.11
Miesha Tate,Cupcake,1986-08-18,34.0,,"Tacoma, Washington",United States,5.6,135,Xtreme Couture,Bantamweight,19,4,7,8,0,7,2,3,2,0,170.688,61.23492,73.08,21.02,0.37,0.21,0.42
Joey Gilbert,,1970-04-14,51.0,,"Chicago, Illinois",United States,5.5,154,Gilbert Grappling,Lightweight,2,0,0,2,0,3,2,1,0,0,167.64000000000001,69.853168,40.0,24.86,0.0,0.0,1.0
Hamza Salim,The Hamza,,,,"Portland, Oregon",United States,6.1,205,Gracie Barra Portland,Light Heavyweight,5,4,0,1,0,4,0,1,3,0,185.928,92.98636,55.56,26.9,0.0,0.8,0.2
Chris Cisneros,The Maverick,1979-12-24,41.0,,"Mountain View, Hawaii",United States,5.11,170,Boss Mma,Welterweight,19,6,7,5,1,12,3,2,6,1,155.7528,77.11064,61.29,31.79,0.37,0.32,0.26
Jared Rosholt,The Big Show,1986-08-04,35.0,,"Arlington, Texas",United States,6.2,240,Team Takedown,Heavyweight,20,7,1,12,0,8,6,1,1,0,188.976,108.86207999999999,71.43,30.48,0.05,0.35,0.6
Nathan Stolen,Superman,,,,"Aberdeen, Washington",United States,5.7,145,Bad Company Mma,Featherweight,8,6,2,0,0,5,1,3,1,0,173.73600000000002,65.77083999999999,61.54,21.79,0.25,0.75,0.0
Maurice Jackson,The Hulk,,,,"Albuquerque, New Mexico",United States,5.8,205,Jackson-Wink Mma,Light Heavyweight,7,4,0,3,0,3,1,2,0,0,176.784,92.98636,70.0,29.75,0.0,0.57,0.43
Abdul Aziz Calim,The Krauser,,,,,Indonesia,0.0,125,Han Academy,Flyweight,5,0,2,3,0,5,2,3,0,0,0.0,56.699,50.0,inf,0.4,0.0,0.6
Sheldon Westcott,,1984-08-20,36.0,,"St. Albert, Alberta",Canada,6.1,170,Complete Fitness And Martial Arts,Welterweight,9,4,3,2,0,3,1,0,2,0,185.928,77.11064,75.0,22.31,0.33,0.44,0.22
Darrill Schoonover,The Boss,1985-06-18,36.0,,"El Paso, Texas",United States,6.2,257,Red Spider Mma,Heavyweight,14,7,5,2,0,7,2,2,3,0,188.976,116.573144,66.67,32.64,0.36,0.5,0.14
Alexa Grasso,,1993-08-09,28.0,,"Guadalajara, Jalisco",Mexico,5.5,125,Lobo Gym Mma,Flyweight,13,4,0,9,0,3,0,1,2,0,167.64000000000001,56.699,81.25,20.18,0.0,0.31,0.69
Ev Ting,The Extraterrestrial,1989-08-11,32.0,,,New Zealand,5.7,155,Auckland Mma,Lightweight,17,5,5,7,0,7,1,3,3,0,173.73600000000002,70.30676,70.83,23.29,0.29,0.29,0.41
Jennifer Olsim,,,,,,Philippines,0.0,115,Tribal Submission,Strawweight,4,0,2,2,0,2,0,2,0,0,0.0,52.16308,66.67,inf,0.5,0.0,0.5
Josh San Diego,The Zookeeper,1985-03-08,36.0,,"Milpitas, California",United States,5.1,139,Unlimited Mma,Featherweight,9,1,3,5,0,4,0,2,2,0,155.44799999999998,63.049288,69.23,26.09,0.33,0.11,0.56
Valerie Coolbaugh,Vicious Val,1974-07-06,47.0,,"Mount Olive, Illinois",United States,5.8,125,Fight Factory Mma,Flyweight,7,2,2,3,0,5,0,5,0,0,176.784,56.699,58.33,18.14,0.29,0.29,0.43
Alex Fong,Lil Rocky,1995-10-15,25.0,,Labuan,Malaysia,5.4,125,Borneo Tribal Squad,Flyweight,1,0,1,0,0,0,0,0,0,0,164.592,56.699,100.0,20.93,1.0,0.0,0.0
Nyrene Crowley,Neutron Bomb,1989-05-17,32.0,,,New Zealand,5.2,115,Bali Mma,Strawweight,3,0,2,1,0,3,2,1,0,0,158.496,52.16308,50.0,20.76,0.67,0.0,0.33
Marcus Jones,Big Baby,1973-08-15,47.0,,"Tampa, Florida",United States,6.6,265,None,Heavyweight,4,3,1,0,0,2,2,0,0,0,201.16799999999998,120.20188,66.67,29.7,0.25,0.75,0.0
Marcin Wrzosek,The Polish Zombie,1987-10-14,33.0,,Bydgoszcz,Poland,5.9,145,Fitfabric Shark Top Team,Featherweight,14,5,3,6,0,7,1,0,6,0,179.83200000000002,65.77083999999999,66.67,20.34,0.21,0.36,0.43
Oskar Piechota,Imadlo,1990-01-24,31.0,,Gdansk,Poland,6.0,185,Piranha Grappling Team,Middleweight,11,5,5,1,0,3,1,2,0,0,182.88,83.91452,78.57,25.09,0.45,0.45,0.09
Rudy Morales,Ruthless,1984-12-05,36.0,,"Las Vegas, Nevada",United States,5.8,145,Wand Fight Team,Featherweight,5,2,0,3,0,6,1,1,4,0,176.784,65.77083999999999,45.45,21.04,0.0,0.4,0.6
Laura Balin,La Gladiadora,,,,"Concordia, Entre Rios",Argentina,0.0,115,Kaeshi Gym Concordia,Strawweight,12,4,7,1,0,6,1,3,2,0,0.0,52.16308,66.67,inf,0.58,0.33,0.08
David Abbott,Tank,1965-04-26,56.0,,"Huntington Beach, California",United States,6.0,250,None,Heavyweight,10,7,2,1,0,15,8,5,2,0,182.88,113.398,40.0,33.91,0.2,0.7,0.1
Deiveson Figueiredo,Daico / Deus Da Guerra,1987-12-18,33.0,,"Soure, Para",Brazil,5.5,125,Figueiredo Team,Flyweight,20,9,8,3,0,2,0,1,1,0,167.64000000000001,56.699,90.91,20.18,0.4,0.45,0.15
Anastasia Yankova,,1991-03-01,30.0,,Moscow,Russia,5.5,125,Aka Thailand,Flyweight,5,0,3,2,0,1,0,0,1,0,167.64000000000001,56.699,83.33,20.18,0.6,0.0,0.4
Dave Jansen,The Fugitive,1979-08-21,41.0,,"Corbett, Oregon",United States,5.9,156,Sports Lab,Lightweight,20,1,10,9,0,4,0,0,4,0,179.83200000000002,70.760352,83.33,21.88,0.5,0.05,0.45
Richard Odoms,The Black Eagle,1975-05-08,46.0,,"San Antonio, Texas",United States,6.5,258,Rpbjj,Heavyweight,14,6,2,6,0,4,2,0,2,0,198.12,117.026736,77.78,29.81,0.14,0.43,0.43
Austin Lingo,Lights Out,1994-07-10,27.0,,"Mesquite, Texas",United States,5.1,145,Fortis Mma,Featherweight,8,3,2,3,0,1,0,0,1,0,155.44799999999998,65.77083999999999,88.89,27.22,0.25,0.38,0.38
Joseph Omana,Jomanz Omanz,1990-03-19,31.0,,Cebu,Philippines,5.6,135,None,Bantamweight,1,1,0,0,0,3,1,1,1,0,170.688,61.23492,25.0,21.02,0.0,1.0,0.0
Jayme Hinshaw,Atombomb,1989-10-16,31.0,,"South Valley, New Mexico",United States,5.2,105,Fit Nhb,Atomweight,4,0,3,1,0,4,1,1,2,0,158.496,47.627159999999996,50.0,18.96,0.75,0.0,0.25
Antonina Shevchenko,La Pantera,1984-11-20,36.0,,Bishkek,Kyrgyzstan,5.8,125,Tiger Muay Thai,Flyweight,9,3,1,5,0,3,0,1,2,0,176.784,56.699,75.0,18.14,0.11,0.33,0.56
Shane Howell,,1983-11-28,37.0,,"Norman, Oklahoma",United States,5.8,125,R-1 Mma,Flyweight,13,4,7,2,0,10,1,5,4,0,176.784,56.699,56.52,18.14,0.54,0.31,0.15
Rafael Lovato Jr.,,1983-06-25,38.0,,"Oklahoma City, Oklahoma",United States,6.3,185,Lovato'S School Of Brazilian Jiu-Jitsu,Middleweight,10,2,6,2,0,0,0,0,0,0,192.024,83.91452,100.0,22.76,0.6,0.2,0.2
Akenbieke Ayijiake,Tianshan Eagle,,,,,China,5.7,143,Hebei Wanshi Fight Club,Featherweight,12,2,6,4,0,14,1,2,11,0,173.73600000000002,64.863656,46.15,21.49,0.5,0.17,0.33
Dequan Townsend,The Tarantula,1986-05-11,35.0,,"Lansing, Michigan",United States,6.3,185,Murcielago Mma,Middleweight,21,12,5,4,0,12,2,1,9,0,192.024,83.91452,63.64,22.76,0.24,0.57,0.19
Georgi Stoyanov,Stanchev,1980-07-07,41.0,,Burgas,Bulgaria,5.7,145,None,Featherweight,20,1,11,7,1,12,0,5,6,1,173.73600000000002,65.77083999999999,62.5,21.79,0.55,0.05,0.35
Ryo Kawamura,Rocky,1981-06-29,40.0,,Gifu,Japan,5.11,185,Pancraseism,Middleweight,18,10,0,8,0,10,6,0,4,0,155.7528,83.91452,64.29,34.59,0.0,0.56,0.44
Joseph Creer,Dark Knight,1981-12-28,39.0,,"Columbus, Georgia",United States,6.4,185,The Outsiders,Middleweight,7,1,1,5,0,2,2,0,0,0,195.072,83.91452,77.78,22.05,0.14,0.14,0.71
Ali Bagautinov,The King Puncher,1985-06-12,36.0,,Dagestan,Russia,5.4,125,Krepost,Flyweight,21,5,5,11,0,7,1,0,6,0,164.592,56.699,75.0,20.93,0.24,0.24,0.52
Desiree Yanez,Dirty Dez,1990-02-19,31.0,,"Waco, Texas",United States,5.4,115,Blitz Sport Mma,Strawweight,5,2,1,2,0,3,0,1,2,0,164.592,52.16308,62.5,19.26,0.2,0.4,0.4
Daniel Mashamaite,Black Diamond,1976-12-06,44.0,,"Polokwane, Limpopo",South Africa,5.7,136,Grappling Unlimited,Bantamweight,1,0,1,0,0,3,1,1,1,0,173.73600000000002,61.688512,25.0,20.44,1.0,0.0,0.0
Brian Eckstein,,1985-03-06,36.0,,"Orlando, Florida",United States,5.6,135,American Top Team,Bantamweight,5,1,1,3,0,1,1,0,0,0,170.688,61.23492,83.33,21.02,0.2,0.2,0.6
Da'Mon Blackshear,The Diamond,1994-08-12,26.0,,"Fayetteville, North Carolina",United States,5.1,145,Team Roc,Featherweight,9,1,6,2,0,4,0,0,4,0,155.44799999999998,65.77083999999999,69.23,27.22,0.67,0.11,0.22
Raphael Davis,Noodle,1976-09-01,44.0,,"Costa Mesa, California",United States,6.3,203,Reign Mma,Light Heavyweight,13,5,7,1,0,3,1,0,2,0,192.024,92.079176,81.25,24.97,0.54,0.38,0.08
Magomed Ankalaev,,1992-06-02,29.0,,"Makhachkala, Dagestan",Russia,6.3,205,Akhmat Fight Team,Light Heavyweight,15,9,0,6,0,1,0,1,0,0,192.024,92.98636,93.75,25.22,0.0,0.6,0.4
Aymard Guih,Barakuda,1988-04-29,33.0,,Abidjan,Cote D'Ivoire,5.9,155,Team Mfc,Lightweight,15,3,6,6,0,11,1,4,6,0,179.83200000000002,70.30676,57.69,21.74,0.4,0.2,0.4
Chris Foster,Cassius,,,,"Middletown, Connecticut",United States,5.9,145,Danilo Cherman Nova Uniao,Featherweight,11,5,0,6,0,5,1,2,2,0,179.83200000000002,65.77083999999999,68.75,20.34,0.0,0.45,0.55
Tarec Saffiedine,Sponge,1986-09-06,34.0,,Brussels,Belgium,5.9,169,Tristar Gym,Welterweight,16,1,5,10,0,7,1,0,6,0,179.83200000000002,76.657048,69.57,23.7,0.31,0.06,0.62
Ben Brewer,The Ruler,,,,"Nashville, Tennessee",United States,6.1,170,Nashville Mma,Welterweight,11,1,7,3,0,5,3,2,0,0,185.928,77.11064,68.75,22.31,0.64,0.09,0.27
John Polakowski,Buckets Of Blood,1981-06-21,40.0,,"San Luis Obsipo, California",United States,5.9,155,The Pit,Lightweight,2,1,0,1,0,2,0,1,1,0,179.83200000000002,70.30676,50.0,21.74,0.0,0.5,0.5
Bryson Bolohao,,,,,Hawaii,United States,0.0,155,None,Lightweight,0,0,0,0,0,2,0,2,0,0,0.0,70.30676,0.0,inf,,,
Laurita Cibirite,,,,,,Israel,0.0,145,None,Featherweight,0,0,0,0,0,1,1,0,0,0,0.0,65.77083999999999,0.0,inf,,,
Mario Soto,Dr. Mario,,,,"Sacramento, California",United States,6.0,170,Team Alpha Male,Welterweight,8,1,6,1,0,2,0,1,1,0,182.88,77.11064,80.0,23.06,0.75,0.12,0.12
Adam Yandiev,Beard,1988-07-07,33.0,,"Nazran, Ingushetia",Russia,5.11,185,Fight Or Die,Middleweight,9,3,6,0,0,1,0,1,0,0,155.7528,83.91452,90.0,34.59,0.67,0.33,0.0
Jon Delos Reyes,The Heat,1987-08-19,33.0,,"Tamuning, Guam",United States,5.5,125,Countershot Mma,Flyweight,8,3,5,0,0,5,1,3,1,0,167.64000000000001,56.699,61.54,20.18,0.62,0.38,0.0
Adi  Nugroho,,,,,,Indonesia,0.0,125,Garuda Martial Arts,Flyweight,0,0,0,0,0,2,1,0,1,0,0.0,56.699,0.0,inf,,,
Konstantin Erokhin,,1983-01-02,38.0,,Moscow,Russia,5.11,205,Krepost,Light Heavyweight,10,9,0,1,0,4,2,0,2,0,155.7528,92.98636,71.43,38.33,0.0,0.9,0.1
John Lewis,,1969-07-16,52.0,,"Las Vegas, Nevada",United States,6.0,160,Lewis,Welterweight,3,2,1,0,0,4,2,1,1,0,182.88,72.57472,42.86,21.7,0.33,0.67,0.0
Nick Hein,Sergeant,1984-04-24,37.0,,Cologne,Germany,5.6,155,Tiger Muay Thai,Lightweight,14,1,4,9,0,5,2,1,2,0,170.688,70.30676,73.68,24.13,0.29,0.07,0.64
Kristy Obst,Ko,,,,,Australia,0.0,115,Martial Arts And Fight Centre,Strawweight,2,2,0,0,0,0,0,0,0,0,0.0,52.16308,100.0,inf,0.0,1.0,0.0
Wendell De Oliveira Marques,War Machine / Negao,1983-06-01,38.0,,"Rio De Janeiro, Rio De Janeiro",Brazil,5.11,170,War Machine,Welterweight,31,12,4,15,0,14,5,5,4,0,155.7528,77.11064,68.89,31.79,0.13,0.39,0.48
Alejandro Villalobos,Ano,1978-10-26,42.0,,"Santo Domingo, Heredia",Costa Rica,5.7,145,Mandarina Mma,Featherweight,17,9,7,1,0,5,2,1,2,0,173.73600000000002,65.77083999999999,77.27,21.79,0.41,0.53,0.06
Daniel Teymur,Kid Dynamite,1988-02-03,33.0,,Stockholm,Sweden,5.5,145,Allstars Training Center,Featherweight,7,3,3,1,0,4,1,2,1,0,167.64000000000001,65.77083999999999,63.64,23.4,0.43,0.43,0.14
Changxin  Fu,,1992-08-12,28.0,,"Harbin, Heilongjiang",China,5.1,145,Tianchi Wrestling,Featherweight,8,4,1,3,0,2,0,2,0,0,155.44799999999998,65.77083999999999,80.0,27.22,0.12,0.5,0.38
Shaquan Moore,,1994-03-27,27.0,,"Terryville, New York",United States,5.9,170,Fusion Mma,Welterweight,1,0,0,1,0,2,0,0,2,0,179.83200000000002,77.11064,33.33,23.84,0.0,0.0,1.0
Alexandre Ferreira,Cacareco,1979-04-25,42.0,,Rio De Janeiro,Brazil,5.7,204,Chute Boxe,Light Heavyweight,18,3,14,1,0,5,2,2,1,0,173.73600000000002,92.532768,78.26,30.66,0.78,0.17,0.06
Blake Watkins,,,,,"Bakersfield, California",United States,6.2,185,None,Middleweight,5,2,3,0,0,1,1,0,0,0,188.976,83.91452,83.33,23.5,0.6,0.4,0.0
Tsogookhuu Amarsanaa,,1990-08-25,30.0,,,Mongolia,5.1,155,Core Mongolia,Lightweight,6,3,0,3,0,2,0,0,2,0,155.44799999999998,70.30676,75.0,29.1,0.0,0.5,0.5
Norbert Novenyi Jr.,Magic,,,,,Hungary,5.11,185,London Shootfighters,Middleweight,5,0,4,1,0,0,0,0,0,0,155.7528,83.91452,100.0,34.59,0.8,0.0,0.2
Cody Matthews,Mad Cat,1998-06-12,23.0,,"Lonaconing, Maryland",United States,5.3,135,Ryoma Academy,Bantamweight,1,0,0,1,0,2,0,1,1,0,161.54399999999998,61.23492,33.33,23.46,0.0,0.0,1.0
Paul Varelans,The Polar Bear,1969-09-17,,2021-01-16,"Fairbanks, Alaska",United States,6.8,300,None,Super Heavyweight,9,6,2,1,0,9,7,1,1,0,207.264,136.0776,50.0,31.68,0.22,0.67,0.11
Dennis Hallman,Superman,1975-12-02,45.0,,"Yelm, Washington",United States,5.9,181,Victory Athletics,Middleweight,53,5,40,7,1,21,11,0,9,1,179.83200000000002,82.100152,71.62,25.39,0.75,0.09,0.13
Douglas Frey,,1982-08-08,39.0,,"Amarillo, Texas",United States,5.11,145,Fitness Fight Factory,Featherweight,10,5,4,1,0,13,4,5,4,0,155.7528,65.77083999999999,43.48,27.11,0.4,0.5,0.1
Nobutatsu Suzuki,,1977-09-16,43.0,,"Chofu, Tokyo",Japan,5.8,155,Bushinjuku,Lightweight,11,10,0,1,0,3,2,1,0,0,176.784,70.30676,78.57,22.5,0.0,0.91,0.09
Marek Jakimowicz,,,,,,Northern Ireland,5.11,170,Ifs Northern Ireland,Welterweight,1,1,0,0,0,0,0,0,0,0,155.7528,77.11064,100.0,31.79,0.0,1.0,0.0
Kaytlin Neil,Katniss,1992-01-07,29.0,,"Provo, Utah",United States,5.7,126,Four7 Training Center,Flyweight,4,1,0,3,0,4,1,0,3,0,173.73600000000002,57.152592,50.0,18.93,0.0,0.25,0.75
Kala Hose,Kolohe,1982-05-25,39.0,,"Waianae, Hawaii",United States,5.9,185,Team Oyama,Middleweight,7,7,0,0,0,7,3,3,1,0,179.83200000000002,83.91452,50.0,25.95,0.0,1.0,0.0
