fighter_name,nickname,birth_date,age,death_date,location,country,height,weight,association,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,lossess,losses_ko,losses_submission,losses_decision,losses_other,height(cm),weight(kg),win_percentage,bmi,submission_ratio,ko_ratio,decision_ratio
Toni Tauru,Dynamite,1984-12-11,36.0,,Utti,Finland,5.1,135,Mma Utti,Bantamweight,11,0,8,3,0,8,6,1,1,0,155.44799999999998,61.23492,57.89,25.34,0.73,0.0,0.27
Kemmyelle Haley,,1989-10-16,31.0,,"Oklahoma City, Oklahoma",United States,5.11,170,American Top Team Okc,Welterweight,7,2,5,0,0,7,5,2,0,0,155.7528,77.11064,50.0,31.79,0.71,0.29,0.0
Gavin Hughes,Big Tasty,,,,"Liverpool, Merseyside",England,5.1,155,Blackledge Mma,Lightweight,10,4,5,1,0,2,1,1,0,0,155.44799999999998,70.30676,83.33,29.1,0.5,0.4,0.1
Damon Jackson,The Leech,1988-08-08,33.0,,"Dallas, Texas",United States,5.11,145,Fortis Mma,Featherweight,18,3,14,1,0,4,3,1,0,0,155.7528,65.77083999999999,81.82,27.11,0.78,0.17,0.06
Fuchong Yang,,,,,,China,0.0,135,Yunnan Kunli Fight Club,Bantamweight,6,4,1,1,0,5,1,2,2,0,0.0,61.23492,54.55,inf,0.17,0.67,0.17
Andrew Holbrook,,1986-02-06,35.0,,"Indianapolis, Indiana",United States,5.11,155,Indy Boxing & Grappling,Lightweight,12,1,9,2,0,3,3,0,0,0,155.7528,70.30676,80.0,28.98,0.75,0.08,0.17
Christos Giagos,The Spartan,1990-01-23,31.0,,"Hawthorne, California",United States,5.1,155,Black House,Lightweight,19,7,4,8,0,8,1,4,3,0,155.44799999999998,70.30676,70.37,29.1,0.21,0.37,0.42
Drakkar Klose,,1988-03-09,33.0,,"South Haven, Michigan",United States,5.8,155,Fight Ready,Lightweight,11,4,0,7,0,2,1,0,1,0,176.784,70.30676,84.62,22.5,0.0,0.36,0.64
Anthony Smith,Lionheart,1988-07-26,33.0,,"Omaha, Nebraska",United States,6.4,205,Factory X,Light Heavyweight,35,19,13,2,1,17,9,4,3,1,195.072,92.98636,67.31,24.44,0.37,0.54,0.06
Cristiano Marcello,,1977-12-03,43.0,,"Curitiba, Parana",Brazil,5.1,155,Cm System,Lightweight,13,2,9,2,0,6,3,0,3,0,155.44799999999998,70.30676,68.42,29.1,0.69,0.15,0.15
Killys Mota,,1990-11-03,30.0,,"Registro, Sao Paulo",Brazil,5.11,170,Teixeira Mma & Fitness,Welterweight,12,6,4,2,0,2,2,0,0,0,155.7528,77.11064,85.71,31.79,0.33,0.5,0.17
Saharat Kongsawat,Bang,1997-07-04,24.0,,Bangkok,Thailand,5.7,135,Dna Thailand,Bantamweight,2,2,0,0,0,1,1,0,0,0,173.73600000000002,61.23492,66.67,20.29,0.0,1.0,0.0
So Yul Kim,,,,,,South Korea,5.2,115,M-Fighter,Strawweight,4,1,1,2,0,1,0,0,1,0,158.496,52.16308,80.0,20.76,0.25,0.25,0.5
Jonathan Contrestano,J.T.,,,,"Visalia, California",United States,0.0,155,Modesto Power,Lightweight,6,3,1,2,0,0,0,0,0,0,0.0,70.30676,100.0,inf,0.17,0.5,0.33
Diana Belbita,The Warrior Princess,1996-06-26,25.0,,Drobeta,Romania,5.7,115,House Of Champions Mma,Strawweight,14,6,4,4,0,6,0,4,2,0,173.73600000000002,52.16308,70.0,17.28,0.29,0.43,0.29
Toreq Toreq,,,,,,Indonesia,0.0,125,Bali Mma,Flyweight,4,1,1,2,0,3,0,2,1,0,0.0,56.699,57.14,inf,0.25,0.25,0.5
Chidi Njokuani,Chidi Bang Bang,1988-12-31,32.0,,"Las Vegas, Nevada",United States,6.3,170,One Kick'S Gym,Welterweight,19,11,1,7,0,7,3,3,1,0,192.024,77.11064,73.08,20.91,0.05,0.58,0.37
Rudyard Moncayo,,1973-05-17,48.0,,"Santa Ana, California",United States,5.1,205,None,Light Heavyweight,0,0,0,0,0,3,1,2,0,0,155.44799999999998,92.98636,0.0,38.48,,,
Pat Curran,Paddy Mike,1987-08-31,33.0,,"Crystal Lake, Illinois",United States,5.9,145,Team Curran,Featherweight,23,5,7,11,0,9,1,1,7,0,179.83200000000002,65.77083999999999,71.88,20.34,0.3,0.22,0.48
Mike Breeden,Money,1989-04-21,32.0,,"Lee'S Summit, Missouri",United States,5.1,155,Glory Mma & Fitness,Lightweight,10,8,0,2,0,3,1,0,2,0,155.44799999999998,70.30676,76.92,29.1,0.0,0.8,0.2
Islam Mamedov,,1990-02-10,31.0,,"Derbent, Dagestan",Russia,5.11,155,Champion,Lightweight,20,4,9,7,0,1,1,0,0,0,155.7528,70.30676,95.24,28.98,0.45,0.2,0.35
Zak Laird,,,,,,,0.0,0,None,,5,1,3,1,0,2,1,1,0,0,0.0,0.0,71.43,,0.6,0.2,0.2
Lance Snow,,,,,"Windsor, Ontario",Canada,5.1,159,None,Welterweight,1,1,0,0,0,4,2,2,0,0,155.44799999999998,72.121128,20.0,29.85,0.0,1.0,0.0
Casey O'Neill,King,1997-10-07,23.0,,Queensland,Australia,5.6,125,Tiger Muay Thai,Flyweight,7,2,2,3,0,0,0,0,0,0,170.688,56.699,100.0,19.46,0.29,0.29,0.43
Alex Perez,,1992-03-21,29.0,,"Lemoore, California",United States,5.6,125,Team Oyama,Flyweight,24,5,7,12,0,6,1,4,1,0,170.688,56.699,80.0,19.46,0.29,0.21,0.5
Soa Palelei,The Hulk,1977-07-12,44.0,,"Perth, Western Australia",Australia,6.4,265,Aka Thailand,Heavyweight,22,18,4,0,0,5,3,1,1,0,195.072,120.20188,81.48,31.59,0.18,0.82,0.0
Marina Mokhnatkina,,1988-05-12,33.0,,St. Petersburg,Russia,5.6,145,Sanford Mma,Featherweight,5,0,4,1,0,2,0,0,2,0,170.688,65.77083999999999,71.43,22.57,0.8,0.0,0.2
Dan Hardy,The Outlaw,1982-05-17,39.0,,"Nottingham, East Midlands",England,6.0,170,Team Rough House,Welterweight,25,13,3,9,0,9,1,4,4,0,182.88,77.11064,73.53,23.06,0.12,0.52,0.36
Nick Thompson,The Goat,1981-06-23,40.0,,"Minneapolis, Minnesota",United States,6.1,170,Minnesota Martial Arts Academy,Welterweight,38,14,18,6,0,14,9,4,1,0,185.928,77.11064,73.08,22.31,0.47,0.37,0.16
Anthony Birchak,El Toro,1986-05-16,35.0,,"Tucson, Arizona",United States,5.8,135,Luta Elite Mma,Bantamweight,16,5,8,3,0,8,2,3,3,0,176.784,61.23492,66.67,19.59,0.5,0.31,0.19
J.J. Okanovich,The Bosnian Bomber,1990-11-04,30.0,,"San Jose, California",United States,5.11,155,American Kickboxing Academy,Lightweight,7,0,4,3,0,2,1,0,1,0,155.7528,70.30676,77.78,28.98,0.57,0.0,0.43
Kevin Ferguson,Kimbo Slice,1974-02-08,,2016-06-06,"Miami, Florida",United States,6.2,225,American Top Team,Heavyweight,5,4,0,1,0,2,2,0,0,0,188.976,102.0582,71.43,28.58,0.0,0.8,0.2
Niu Kang Kang,,1996-05-28,25.0,,,China,5.8,125,Dragon Warrior Gym,Flyweight,5,2,0,3,0,1,1,0,0,0,176.784,56.699,83.33,18.14,0.0,0.4,0.6
Alessio Di Chirico,Manzo,1989-12-12,31.0,,Rome,Italy,6.0,185,Gloria Fight Center,Middleweight,13,6,4,3,0,5,0,1,4,0,182.88,83.91452,72.22,25.09,0.31,0.46,0.23
Hideki Sekine,Shrek / Big Body,1973-08-13,47.0,,,Japan,5.1,265,Bonsai Jiu-Jitsu,Heavyweight,9,5,3,1,0,5,5,0,0,0,155.44799999999998,120.20188,64.29,49.74,0.33,0.56,0.11
Benito Lopez,Golden Boy,1994-04-06,27.0,,"Oroville, California",United States,5.1,135,Team Alpha Male,Bantamweight,10,3,2,5,0,1,0,1,0,0,155.44799999999998,61.23492,90.91,25.34,0.2,0.3,0.5
Brandon Mcmahan,,1987-12-12,33.0,,"Knoxville, Tennessee",United States,5.7,135,Hard Knox Combat Club,Bantamweight,5,1,2,2,0,7,0,2,5,0,173.73600000000002,61.23492,41.67,20.29,0.4,0.2,0.4
Claude Patrick,The Prince,1980-06-14,41.0,,"Mississauga, Ontario",Canada,5.1,170,Elite Mixed Fighters,Welterweight,14,3,9,2,0,2,0,0,2,0,155.44799999999998,77.11064,87.5,31.91,0.64,0.21,0.14
Amedeo Viola,,,,,"San Bernardino, California",United States,6.0,224,None,Heavyweight,0,0,0,0,0,2,1,1,0,0,182.88,101.604608,0.0,30.38,,,
Fabricio Werdum,Vai Cavalo,1977-07-30,44.0,,"Porto Alegre, Rio Grande Do Sul",Brazil,6.4,242,Werdum Combat Team,Heavyweight,24,6,12,6,0,9,3,0,6,0,195.072,109.76926399999999,72.73,28.85,0.5,0.25,0.25
Amir Albazi,The Prince,1993-10-27,27.0,,,Sweden,5.5,125,London Shootfighters,Flyweight,14,4,8,2,0,1,0,0,1,0,167.64000000000001,56.699,93.33,20.18,0.57,0.29,0.14
Punnya Sai,,1998-10-29,22.0,,,Indonesia,5.1,145,Bali Mma,Featherweight,4,1,2,1,0,0,0,0,0,0,155.44799999999998,65.77083999999999,100.0,27.22,0.5,0.25,0.25
Dan Cramer,Cosmo,1985-10-31,35.0,,"Bethel, Connecticut",United States,6.1,185,American Top Team,Middleweight,11,2,0,9,0,4,2,0,2,0,185.928,83.91452,73.33,24.27,0.0,0.18,0.82
Gokhan Saki,The Rebel,1983-10-19,37.0,,Kars,Turkey,6.0,205,Mike'S Gym,Light Heavyweight,1,1,0,0,0,2,2,0,0,0,182.88,92.98636,33.33,27.8,0.0,1.0,0.0
Orkhan Ismatzade,,,,,,Azerbaijan,5.11,170,None,Welterweight,0,0,0,0,0,1,0,1,0,0,155.7528,77.11064,0.0,31.79,,,
Ken Hasegawa,,1987-02-26,34.0,,Kanagawa,Japan,5.11,205,Independent,Light Heavyweight,16,6,4,6,0,4,2,1,1,0,155.7528,92.98636,80.0,38.33,0.25,0.38,0.38
Joey Gomez,The Ko King,1986-07-21,35.0,,"Hollis, New Hampshire",United States,5.1,135,Team Quest,Bantamweight,6,6,0,0,0,2,1,0,1,0,155.44799999999998,61.23492,75.0,25.34,0.0,1.0,0.0
Charles Hackmann,,1985-10-10,35.0,,"Granite City, Illinois",United States,0.0,204,The Hit Squad,Light Heavyweight,4,2,2,0,0,5,2,1,2,0,0.0,92.532768,44.44,inf,0.5,0.5,0.0
Clifford Starks,Big Cat,1981-04-25,40.0,,"Tempe, Arizona",United States,5.1,185,Arizona Combat Sports,Middleweight,14,3,4,7,0,5,1,2,2,0,155.44799999999998,83.91452,73.68,34.73,0.29,0.21,0.5
Movsar Evloev,,1994-02-11,27.0,,Ingushetia,Russia,5.8,145,Nart,Featherweight,15,3,4,8,0,0,0,0,0,0,176.784,65.77083999999999,100.0,21.04,0.27,0.2,0.53
Eric Larkin,,,,,"Scottsdale, Arizona",United States,0.0,155,Power Mma Team,Lightweight,3,1,2,0,0,1,0,1,0,0,0.0,70.30676,75.0,inf,0.67,0.33,0.0
Bakhtiyar Abbasov,,1985-11-30,35.0,,Baku,Azerbaijan,5.1,185,Gabala Sports Club,Middleweight,18,8,7,3,0,5,3,1,1,0,155.44799999999998,83.91452,78.26,34.73,0.39,0.44,0.17
Kurbanjiang Tuluosibake,Frontier Wolf,,,,Xinjiang,China,5.11,170,Dacheng Wuyi,Welterweight,14,5,5,4,0,13,5,4,4,0,155.7528,77.11064,51.85,31.79,0.36,0.36,0.29
Luana Pinheiro,,1993-11-18,27.0,,"Belo Horizonte, Minas Gerais",Brazil,5.4,115,Nova Uniao,Strawweight,9,2,5,1,1,2,0,0,1,1,164.592,52.16308,81.82,19.26,0.56,0.22,0.11
Emanuele Palombi,,1986-04-22,35.0,,Rome,Italy,5.11,185,Kombat Gym Pordenone,Middleweight,6,3,2,1,0,7,3,0,4,0,155.7528,83.91452,46.15,34.59,0.33,0.5,0.17
Jeremie Holloway,Hit Em,1984-09-29,36.0,,"Charlotte, North Carolina",United States,6.0,185,None,Middleweight,10,5,2,3,0,5,0,4,1,0,182.88,83.91452,66.67,25.09,0.2,0.5,0.3
Ming Yen Sung,Sam,1980-01-17,41.0,,Hsinchu,Taiwan,5.9,134,Tough Mma,Bantamweight,5,0,3,2,0,1,1,0,0,0,179.83200000000002,60.781328,83.33,18.79,0.6,0.0,0.4
Ian Butler,Silverback,1989-10-09,31.0,,Missouri,United States,5.1,170,None,Welterweight,8,3,4,1,0,6,3,2,1,0,155.44799999999998,77.11064,57.14,31.91,0.5,0.38,0.12
Dejdamrong Sor Amnuaysirichoke,Kru Rong,1978-11-07,42.0,,Trang,Thailand,5.3,115,Evolve Mma,Strawweight,11,6,3,2,0,6,2,2,2,0,161.54399999999998,52.16308,64.71,19.99,0.27,0.55,0.18
Tyler Freeland,Hulk Hands,,,,"Boise, Idaho",United States,4.11,145,Tapout Training Center,Featherweight,3,1,0,2,0,1,0,1,0,0,125.27280000000002,65.77083999999999,75.0,41.91,0.0,0.33,0.67
Thaddeus Luster,,,,,"Van Nuys, California",United States,6.3,200,None,Light Heavyweight,0,0,0,0,0,1,1,0,0,0,192.024,90.7184,0.0,24.6,,,
Nate Loughran,,,,,"Santa Rosa, California",United States,6.2,170,Nor-Cal Fighting Alliance,Welterweight,11,1,8,2,0,2,1,1,0,0,188.976,77.11064,84.62,21.59,0.73,0.09,0.18
Mykyta Mikhno,Arsen Faitovich,1993-09-20,27.0,,Lviv,Ukraine,6.0,185,Citadel Lviv,Middleweight,5,2,3,0,0,6,5,1,0,0,182.88,83.91452,45.45,25.09,0.6,0.4,0.0
Roberto Traven,Spider,1968-09-16,52.0,,Rio De Janeiro,Brazil,6.3,227,Alliance Team,Heavyweight,6,2,2,2,0,4,2,1,1,0,192.024,102.965384,60.0,27.92,0.33,0.33,0.33
Darko Banovic,Face Smasher,1991-08-10,30.0,,Vienna,Austria,5.6,145,Gym 23,Featherweight,15,7,6,2,0,8,3,1,4,0,170.688,65.77083999999999,65.22,22.57,0.4,0.47,0.13
Michael Diorio,,1989-04-24,32.0,,"Homer, New York",United States,5.11,190,Power Of One,Light Heavyweight,1,0,0,1,0,6,1,2,3,0,155.7528,86.18248,14.29,35.53,0.0,0.0,1.0
Elazar Tariku,,1987-06-23,34.0,,Ashkelon,Israel,5.8,145,Team Spider Ashkelon,Featherweight,4,0,4,0,0,1,1,0,0,0,176.784,65.77083999999999,80.0,21.04,1.0,0.0,0.0
Marcus Levesseur,The Prospect,1983-07-17,38.0,,"Minneapolis, Minnesota",United States,5.1,155,Minnesota Fight Factory,Lightweight,22,10,7,5,0,7,4,3,0,0,155.44799999999998,70.30676,75.86,29.1,0.32,0.45,0.23
Carrington Banks,Jetsetter,1989-02-17,32.0,,"Peoria, Illinois",United States,5.9,155,Blackzilians,Lightweight,10,2,1,7,0,2,1,1,0,0,179.83200000000002,70.30676,83.33,21.74,0.1,0.2,0.7
Ben Askren,Funky,1984-07-18,37.0,,"Phoenix, Arizona",United States,5.1,170,Roufusport,Welterweight,19,6,6,7,0,2,1,1,0,0,155.44799999999998,77.11064,90.48,31.91,0.32,0.32,0.37
John Albert,Prince,1986-10-13,34.0,,"Puyallup, Washington",United States,5.9,135,Victory Athletics,Bantamweight,6,4,2,0,0,5,0,5,0,0,179.83200000000002,61.23492,54.55,18.93,0.33,0.67,0.0
Arunas Andriuskevicus,,,,,,Lithuania,6.2,205,London Shootfighters,Light Heavyweight,15,11,3,1,0,4,1,1,2,0,188.976,92.98636,78.95,26.04,0.2,0.73,0.07
Faizan Khan Suddozai,The Grenade,1991-08-05,30.0,,Islamabad,Pakistan,5.7,135,Fight Fortress,Bantamweight,2,1,1,0,0,2,1,0,1,0,173.73600000000002,61.23492,50.0,20.29,0.5,0.5,0.0
Yuki Sasaki,,1976-09-12,44.0,,Tokyo,Japan,6.0,180,Grabaka,Middleweight,25,2,15,8,0,22,5,4,13,0,182.88,81.64656,53.19,24.41,0.6,0.08,0.32
John Kelly,,1978-08-02,43.0,,"Miami, Florida",United States,5.9,172,Mma Masters,Middleweight,5,2,2,1,0,4,0,3,1,0,179.83200000000002,78.017824,55.56,24.12,0.4,0.4,0.2
Sean Clements,,,,,"Austin, Texas",United States,0.0,155,None,Lightweight,3,0,0,3,0,2,0,1,1,0,0.0,70.30676,60.0,inf,0.0,0.0,1.0
Da Un Jung,Sseda,1993-12-07,27.0,,Daegu,South Korea,6.3,205,Korean Top Team,Light Heavyweight,14,10,2,2,0,2,0,1,1,0,192.024,92.98636,87.5,25.22,0.14,0.71,0.14
Tim Boetsch,The Barbarian,1981-01-28,40.0,,"Lincolnville, Maine",United States,6.0,185,Team Irish,Middleweight,21,13,3,5,0,13,4,5,4,0,182.88,83.91452,61.76,25.09,0.14,0.62,0.24
Kim Jong Heon,Jeager,,,,,South Korea,6.0,155,Octagon Multi Gym,Lightweight,0,0,0,0,0,3,2,1,0,0,182.88,70.30676,0.0,21.02,,,
Shinsho Anzai,Animal,1985-12-01,35.0,,Tokyo,Japan,5.8,170,Team Climb,Welterweight,11,7,0,4,0,4,2,1,1,0,176.784,77.11064,73.33,24.67,0.0,0.64,0.36
Jeff Newton,,,,,"Costa Mesa, California",United States,6.2,204,Todd Medina Freestyle Team,Light Heavyweight,4,2,2,0,0,2,0,1,1,0,188.976,92.532768,66.67,25.91,0.5,0.5,0.0
Brian Houston,B-Hue,1987-04-26,34.0,,"Omaha, Nebraska",United States,6.1,185,Disorderly Conduct,Middleweight,6,5,0,1,0,6,2,2,2,0,185.928,83.91452,50.0,24.27,0.0,0.83,0.17
Shuaihu Li,Zhongyuan Hun,,,,,China,5.5,125,None,Flyweight,1,1,0,0,0,4,1,1,2,0,167.64000000000001,56.699,20.0,20.18,0.0,1.0,0.0
Eric Howser,,,,,"Des Moines, Iowa",United States,6.1,149,None,Lightweight,9,2,7,0,0,2,1,1,0,0,185.928,67.585208,81.82,19.55,0.78,0.22,0.0
Darko Stosic,,1992-02-09,29.0,,Belgrade,Serbia,6.0,232,Mma Red Star,Heavyweight,15,10,1,4,0,4,1,0,3,0,182.88,105.233344,78.95,31.46,0.07,0.67,0.27
Clayton Macfarlane,,,,,"Vista, California",United States,5.11,170,Team Xplode Mma,Welterweight,4,1,2,1,0,1,1,0,0,0,155.7528,77.11064,80.0,31.79,0.5,0.25,0.25
Magomed Mustafaev,,1988-08-02,33.0,,"Sochi, Krasnodar Krai",Russia,5.9,155,Fight Club Berkut,Lightweight,14,10,4,0,0,3,0,2,1,0,179.83200000000002,70.30676,82.35,21.74,0.29,0.71,0.0
Reece Mclaren,Lightning,1991-09-17,29.0,,"Toowoomba, Queensland",Australia,5.6,135,Potential Unlimited Mixed Martial Arts,Bantamweight,14,3,8,3,0,8,1,2,5,0,170.688,61.23492,63.64,21.02,0.57,0.21,0.21
Huoyixibai Chuhayifu,,,,,,China,5.7,135,Dacheng Wuyi,Bantamweight,16,8,2,6,0,5,0,0,5,0,173.73600000000002,61.23492,76.19,20.29,0.12,0.5,0.38
Chris Bungard,,1988-12-19,32.0,,"Bellshill, North Lanarkshire",Scotland,5.11,155,Scottish Hit Squad,Lightweight,15,5,8,2,0,7,0,3,4,0,155.7528,70.30676,68.18,28.98,0.53,0.33,0.13
Keigo Kunihara,,,,,,Japan,6.0,228,None,Heavyweight,3,1,1,1,0,2,0,2,0,0,182.88,103.418976,60.0,30.92,0.33,0.33,0.33
Koji Kitao,Mitsuharu,1963-08-12,57.0,,"Tsu, Mie",Japan,6.7,390,New Japan Pro Wrestling,Super Heavyweight,1,0,1,0,0,2,2,0,0,0,204.216,176.90088,33.33,42.42,1.0,0.0,0.0
Thar A  Thal Ta Pwint,,1995-01-01,26.0,,Mandalay,Myanmar,5.6,135,Bama Thway,Bantamweight,1,1,0,0,0,0,0,0,0,0,170.688,61.23492,100.0,21.02,0.0,1.0,0.0
Cesar Bennett,,1987-10-05,33.0,,"San Diego, California",United States,0.0,205,None,Light Heavyweight,0,0,0,0,0,1,1,0,0,0,0.0,92.98636,0.0,inf,,,
Mike Segura,,1988-12-22,32.0,,"Laguna Hills, California",United States,6.2,155,Subfighter Mma,Lightweight,9,4,3,2,0,6,1,4,1,0,188.976,70.30676,60.0,19.69,0.33,0.44,0.22
Haitham Kiuof,,,,,,Israel,0.0,155,None,Lightweight,0,0,0,0,0,2,2,0,0,0,0.0,70.30676,0.0,inf,,,
Luana Carolina,Dread,1993-06-11,28.0,,"Sao Paulo, Sao Paulo",Brazil,5.7,125,Capital Da Luta,Flyweight,7,2,1,4,0,2,0,1,1,0,173.73600000000002,56.699,77.78,18.78,0.14,0.29,0.57
Richie Whitson,Hellboy,1986-02-11,35.0,,"Temecula, California",United States,5.9,155,American Kickboxing Academy,Lightweight,12,4,4,4,0,6,0,4,2,0,179.83200000000002,70.30676,66.67,21.74,0.33,0.33,0.33
Collin Tebo,,,,,"Boston, Massachusetts",United States,0.0,135,Wai Kru Mma,Bantamweight,1,1,0,0,0,1,1,0,0,0,0.0,61.23492,50.0,inf,0.0,1.0,0.0
Rob Macdonald,,1978-09-05,42.0,,"Mississauga, Ontario",Canada,6.3,230,Franco Behring,Heavyweight,5,3,1,0,1,5,1,2,1,1,192.024,104.32616,50.0,28.29,0.2,0.6,0.0
Nick Rossborough,The Slim Shady Of Mma,1981-11-18,39.0,,"Rose Park, Utah",United States,6.5,265,Jeremy Horn'S Elite Performance Gym,Heavyweight,26,7,14,5,0,21,3,8,10,0,198.12,120.20188,55.32,30.62,0.54,0.27,0.19
Tim Gorman,The Psycho,1983-04-29,38.0,,"Des Moines, Iowa",United States,5.4,135,Des Moines Mma Academy,Bantamweight,9,6,2,1,0,4,0,1,3,0,164.592,61.23492,69.23,22.6,0.22,0.67,0.11
Ben Cohen,,,,,,Israel,0.0,135,None,Bantamweight,1,0,1,0,0,0,0,0,0,0,0.0,61.23492,100.0,inf,1.0,0.0,0.0
Malcolm Hill,,1980-09-16,40.0,,"Oklahoma City, Oklahoma",United States,5.9,144,None,Featherweight,3,3,0,0,0,5,2,1,2,0,179.83200000000002,65.317248,37.5,20.2,0.0,1.0,0.0
Rana Rudra Pratap Singh,Ashwathama,,,,"Lucknow, Uttar Pradesh",India,5.1,132,Yogya Mma,Bantamweight,11,2,9,0,0,1,1,0,0,0,155.44799999999998,59.874144,91.67,24.78,0.82,0.18,0.0
Shamil Abdurakhimov,Abrek,1981-09-02,39.0,,"Makhachkala, Dagestan",Russia,6.3,261,Peresvet Ft,Heavyweight,20,9,4,7,0,5,3,1,1,0,192.024,118.387512,80.0,32.11,0.2,0.45,0.35
Augusto Mendes,Tanquinho,1983-03-03,38.0,,"Rio De Janeiro, Rio De Janeiro",Brazil,5.6,135,Soul Fighters Bjj,Bantamweight,6,1,4,1,0,3,1,0,2,0,170.688,61.23492,66.67,21.02,0.67,0.17,0.17
George Zuniga,Gz,,,,"Fresno, California",United States,6.2,185,None,Middleweight,3,1,1,1,0,1,1,0,0,0,188.976,83.91452,75.0,23.5,0.33,0.33,0.33
Brian Warren,Mr. Unbreakable,1974-06-05,47.0,,"San Bernardino, California",United States,6.0,185,Unbreakable Gym,Middleweight,18,6,7,5,0,17,6,7,4,0,182.88,83.91452,51.43,25.09,0.39,0.33,0.28
Alberth Dias,,1992-01-20,29.0,,"Aracaju, Sergipe",Brazil,5.1,145,Killer Bees Muay Thai College,Featherweight,5,1,1,3,0,3,0,2,1,0,155.44799999999998,65.77083999999999,62.5,27.22,0.2,0.2,0.6
Himanshu Kaushik,,1992-06-04,29.0,,Delhi,India,5.4,125,None,Flyweight,5,2,0,3,0,4,1,3,0,0,164.592,56.699,55.56,20.93,0.0,0.4,0.6
Zhen Wang,,,,,,China,5.5,135,Top-1 Fighting Club,Bantamweight,4,2,0,2,0,5,0,2,3,0,167.64000000000001,61.23492,44.44,21.79,0.0,0.5,0.5
Daniel Weichel,Drake,1984-11-22,36.0,,"Frankfurt, Hesse",Germany,5.1,145,Team Mma Spirit,Featherweight,41,5,22,14,0,12,5,3,4,0,155.44799999999998,65.77083999999999,77.36,27.22,0.54,0.12,0.34
Kyu Sung Kim,,,,,,South Korea,5.1,125,Jeonju First Gym,Flyweight,10,6,2,2,0,5,2,1,2,0,155.44799999999998,56.699,66.67,23.46,0.2,0.6,0.2
Anderson Dos Santos,Berinja,1985-07-24,36.0,,"Sao Paulo, Sao Paulo",Brazil,5.6,135,Babuino Gold Team,Bantamweight,21,5,12,4,0,9,4,2,3,0,170.688,61.23492,70.0,21.02,0.57,0.24,0.19
Jade Porter,,1981-09-27,39.0,,"Tempe, Arizona",United States,5.7,145,Power Mma Team,Featherweight,10,0,2,8,0,4,0,3,1,0,173.73600000000002,65.77083999999999,71.43,21.79,0.2,0.0,0.8
Beau Tribolet,,,,,"Tucson, Arizona",United States,6.1,204,None,Light Heavyweight,7,3,4,0,0,3,2,1,0,0,185.928,92.532768,70.0,26.77,0.57,0.43,0.0
Tammie Schneider,,,,,"Raytown, Missouri",United States,5.1,115,Caveman Crew,Strawweight,3,1,2,0,0,11,6,4,1,0,155.44799999999998,52.16308,21.43,21.59,0.67,0.33,0.0
Paul Taylor,Relentless,1979-12-15,41.0,,Walsall,England,6.0,155,Team Supreme,Lightweight,11,6,2,3,0,6,0,2,4,0,182.88,70.30676,64.71,21.02,0.18,0.55,0.27
Xuewen Peng,,,,,,China,5.4,115,Top-1 Fighting Club,Strawweight,3,2,0,1,0,6,3,1,2,0,164.592,52.16308,33.33,19.26,0.0,0.67,0.33
Damir Ferhatbegovic,,,,,"Knoxville, Tennessee",United States,0.0,155,None,Lightweight,5,2,1,2,0,2,0,2,0,0,0.0,70.30676,71.43,inf,0.2,0.4,0.4
Edwin Figueroa,El Feroz,1984-07-31,37.0,,"Mckinney, Texas",United States,5.7,135,Mohler Mma,Bantamweight,9,6,2,1,0,5,1,0,4,0,173.73600000000002,61.23492,64.29,20.29,0.22,0.67,0.11
Joe Slick,,1977-10-17,43.0,,"Iowa City, Iowa",United States,6.0,199,None,Light Heavyweight,16,3,11,1,1,6,2,1,2,1,182.88,90.264808,72.73,26.99,0.69,0.19,0.06
Deligerihu Liu,The Little Squirrel,,,,,China,0.0,125,None,Flyweight,3,1,0,2,0,3,2,1,0,0,0.0,56.699,50.0,inf,0.0,0.33,0.67
Tony Bonello,The Gun,,,,"Lubbock, Texas",United States,6.2,210,The Gun Fight Club,Heavyweight,17,3,13,1,0,3,2,1,0,0,188.976,95.25431999999999,85.0,26.67,0.76,0.18,0.06
Brandon Bender,,1987-02-05,34.0,,"Rancho Cucamonga, California",United States,5.8,135,Aguirre'S Fighting System,Bantamweight,12,0,11,1,0,2,1,0,1,0,176.784,61.23492,85.71,19.59,0.92,0.0,0.08
Koyomi Matsushima,Moushigo,1992-10-08,28.0,,Kanagawa,Japan,5.8,145,Pancrase Ism Yokohama,Featherweight,12,7,1,4,0,4,3,0,1,0,176.784,65.77083999999999,75.0,21.04,0.08,0.58,0.33
Jesse Sanders,,,,,"Oskaloosa, Iowa",United States,6.1,170,None,Welterweight,23,8,13,1,1,7,0,6,0,1,185.928,77.11064,76.67,22.31,0.57,0.35,0.04
Marcin Tybura,Tybur,1985-11-09,35.0,,Uniejow,Poland,6.3,251,Jackson-Wink Mma,Heavyweight,22,9,6,7,0,6,4,0,2,0,192.024,113.851592,78.57,30.88,0.27,0.41,0.32
Min Jong Song,The Running Man,1991-11-16,29.0,,,South Korea,5.7,135,Team Max,Bantamweight,11,1,3,7,0,8,1,1,6,0,173.73600000000002,61.23492,57.89,20.29,0.27,0.09,0.64
Yoshiyuki Yoshida,Zenko,1974-05-10,47.0,,Tokyo,Japan,5.11,170,Right Thing Academy,Welterweight,18,8,6,3,1,10,3,0,6,1,155.7528,77.11064,64.29,31.79,0.33,0.44,0.17
